HashEncode_0,HashEncode_1,HashEncode_2,HashEncode_3,HashEncode_4,HashEncode_5,HashEncode_6,HashEncode_7,companyid,Round_trip,ProfitMargin(%),Scaled_gross_log,Scaled_Distance_log,Scaled_FlightTime_log,Country_France,Country_Germany,Country_Italy,Country_Monaco,Country_Other,Country_Sweden,Country_Switzerland,Country_Turkey,Country_United Kingdom,Country_United States,Product_Tour Ops,passengersRange_1,passengersRange_2,passengersRange_3,categ_aircraft,categ_0,categ_1,categ_2,categ_3,categ_4,categ_5,Class
0,0,0,2,0,0,0,0,803,1,1,0.4587246332161175,0.5974641305990483,0.5727906316593878,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1739.8051440000006,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,803,1,1,0.4874392912152993,0.5974641305990483,0.5727906316593878,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2079.057314,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,803,1,0,0.356054437540032,0.5974641305990483,0.5727906316593878,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,920.187835,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,803,1,1,0.4703869162271059,0.5974641305990483,0.5727906316593878,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1870.347393,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,803,1,1,0.4982045877183673,0.5974641305990483,0.5727906316593878,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2222.65154,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,803,1,1,0.4680513204607415,0.5974641305990483,0.5727906316593878,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1843.442039,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,803,1,2,0.5375756472397418,0.5974641305990483,0.5727906316593878,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2837.584188,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,803,1,3,0.6366261995901619,0.5974641305990483,0.5727906316593878,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,5245.905706000001,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4961370602991984,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2194.324466,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.461670963701783,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1771.898757,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2835,0,2,0.7105872321081097,0.4565546644150098,0.4079271715465964,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,8300.295547,0.0,0.0,0.0,0
0,0,0,1,1,0,0,0,2835,0,2,0.7105872321081097,0.4565546644150098,0.4195821618450064,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,8300.295547,0.0,0.0,0.0,0
0,1,0,0,0,1,0,0,262,0,2,0.5766790059796569,0.4768276881930489,0.5084806404008776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3616.636528,0.0,0.0,0.0,0.0,0.0,0
1,0,0,1,0,0,0,0,3320,0,2,0.4836432107992339,0.43113535115883056,0.4189173936367839,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0.0,0.0,0.0,0.0,0.0,2030.6668969999998,2
0,0,0,1,0,0,1,0,3661,0,2,0.5110723762249356,0.4790208418568436,0.487161619063915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2407.36,0.0,0.0,0.0,0.0,0.0,2
0,0,0,0,1,0,1,0,1115,0,2,0.6604996852631109,0.487158969577073,0.4754558747487321,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,6083.3495159999975,0.0,0.0,0.0,0.0,3
0,0,0,0,2,0,0,0,706,1,3,0.4623101172825715,0.32550107551856844,0.2961190789548919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1778.938662,0.0,0.0,0.0,0.0,0.0,4
0,0,0,0,1,0,0,1,321,1,1,0.5065386494911919,0.4593807275753395,0.4494325676346799,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,2340.592604,0.0,0.0,0.0,0.0,2
1,0,0,0,1,0,0,0,728,0,3,0.4371322485567489,0.2527313474558651,0.3077191829474783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1521.683346,0.0,0.0,0.0,0.0,0.0,4
0,0,0,1,1,0,0,0,3601,1,1,0.4733717448401831,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1905.3040780000001,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4718296507496804,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1887.163098,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4724982341113157,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1895.006913,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4750743232170802,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1925.535593,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4749904159663635,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1924.53352,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4578484000481531,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1730.3731879999998,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4748108813199872,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1922.391156,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4785485119022482,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1967.487814,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4781303114569898,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1962.389875,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4778715508683673,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1959.2421539999998,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4683787216428493,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1847.1901480000001,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5090780390995757,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2377.758272,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5320379098202503,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2741.7537079999997,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.507367229924773,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2352.655138,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5041787042655521,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2306.574212,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5116106812338387,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2415.412972,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4964754980653358,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2198.936548,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4932472293139275,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2155.334988,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4861819669160167,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2062.903227,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.553822163985486,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,3138.496988,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5383809480994487,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2851.796135,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5285974182801896,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2683.853027,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5261142514316532,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2642.82458,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4138426157261518,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1316.967543,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5043060465825562,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2308.397155,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5017664156931543,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2272.312238,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5040827092077111,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2305.200966,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5068751441930289,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2345.483842,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4576317870371031,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1728.049414,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4696194498954038,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1861.463374,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4696613348148535,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1861.947134,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4669007089404559,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1830.3299940000002,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4688035192461458,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1852.0646179999999,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.471648775036561,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1885.046651,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4725239500123198,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1895.3092620000002,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4727676804591351,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1898.1772649999998,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4654809728165984,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1814.2795449999999,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5343047262813417,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2780.583357,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5340248235586758,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2775.759134,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5361309731686936,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2812.2658469999997,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4811172763647464,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1999.093323,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5238320616187401,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2605.670148,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5187520309611802,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2524.831036,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5147936202185168,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2463.582901,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5144233507532789,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2457.930308,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5194476175570165,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2535.7500210000007,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5210998235808073,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2561.875223,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4932299964350634,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2155.104573,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5785711413911188,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,3659.3406609999997,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5115449039785426,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2414.42751,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4262318618844591,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1422.1827130000001,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4308182219967942,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1463.2293949999994,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4383989943256351,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1533.688914,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4640496281365306,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1798.2403350000006,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5428400080579102,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2931.787665,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5436382945015377,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2946.34321,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5023900547849575,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2281.120761,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,0,0.4510202521347101,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1658.604008,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,0,0.4510202521347101,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1658.604008,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,0,0.4510202521347101,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1658.604008,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,0,0.4510202521347101,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1658.604008,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,0,0.44942683445506826,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1642.2889400000001,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,1,0.5801408432416738,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,3695.150115,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,1,0.47000572394205803,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1865.929509,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,1,0.5292793571445837,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,2695.231514,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,0,0.4510202521347101,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1658.604008,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,0,0.4510202521347101,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1658.604008,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,0,0.4510202521347101,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1658.604008,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,0,0.44942683445506826,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1642.2889400000001,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2736,1,1,0.5801408432416738,0.6242680149514345,0.6348580772088942,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,3695.150115,0.0,0.0,0.0,0.0,2
0,1,0,0,1,0,0,0,2127,1,2,0.891560384417005,0.5472054411784106,0.5702577137294087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,25508.75099,0
0,1,0,1,0,0,0,0,2127,0,2,0.891560384417005,0.4615642700380331,0.42989259215032655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,25508.75099,0
0,0,0,0,1,0,1,0,1119,1,1,0.5160971693007049,0.5231519824270942,0.5216383395417125,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,2483.586732,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5019073256276625,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2274.2995260000002,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5021279640033756,0.6353872990353729,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2277.4147359999997,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.5168810616989691,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2495.694207,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,3,0.6265666587950844,0.5920245527981817,0.5582372543233192,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,4928.526288,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,3,0.5635857641598749,0.5920245527981817,0.5582372543233192,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,3334.47731,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5497607201836263,0.5920245527981817,0.5582372543233192,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,3060.405512000001,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5553900585537525,0.5920245527981817,0.5582372543233192,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,3169.174054,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5363547829475106,0.5920245527981817,0.5582372543233192,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2816.173341,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5303190855414869,0.5920245527981817,0.5582372543233192,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2712.67281,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,3,0.5840294673809703,0.5920245527981817,0.5582372543233192,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,3785.377525,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,4,0.6639175726485258,0.5920245527981817,0.5582372543233192,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,6213.718538,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,803,1,1,0.2595201705849009,0.35501418901925264,0.3683949440456761,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,505.57359800000006,2
0,0,0,1,1,0,0,0,803,1,1,0.261069746350643,0.35501418901925264,0.3683949440456761,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,510.45728399999996,2
0,0,0,1,1,0,0,0,803,1,1,0.261069746350643,0.35501418901925264,0.3683949440456761,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,510.45728399999996,2
0,0,0,1,1,0,0,0,803,1,1,0.261069746350643,0.35501418901925264,0.3683949440456761,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,510.45728399999996,2
0,0,0,1,1,0,0,0,803,1,1,0.261069746350643,0.35501418901925264,0.3683949440456761,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,510.45728399999996,2
0,0,0,1,1,0,0,0,803,1,0,0.2595201705849009,0.6058638313901181,0.5676880559847653,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,505.57359800000006,2
0,0,0,1,1,0,0,0,803,1,0,0.26106974666641913,0.6058638313901181,0.5676880559847653,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,510.45728499999996,2
0,0,0,1,1,0,0,0,803,1,0,0.26106974666641913,0.6058638313901181,0.5676880559847653,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,510.45728499999996,2
0,0,0,1,1,0,0,0,803,1,0,0.26106974666641913,0.6058638313901181,0.5676880559847653,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,510.45728499999996,2
0,0,0,1,1,0,0,0,803,1,1,0.39178375527759335,0.6058638313901181,0.5676880559847653,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,1148.52889,2
0,0,0,1,1,0,0,0,3601,1,3,0.5563998412528438,0.5411103022557586,0.5056460116138274,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,3189.089792,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4728121454206527,0.5411103022557586,0.5056460116138274,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1898.700957,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4027593950838895,0.5411103022557586,0.5056460116138274,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1229.457641,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4134531615475528,0.5411103022557586,0.5056460116138274,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1313.789438,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.421745383145124,0.5411103022557586,0.5056460116138274,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1383.144276,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,2,0.5075252586719055,0.5411103022557586,0.5056460116138274,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2354.9627809999997,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,4,0.6295329822613789,0.5411103022557586,0.5056460116138274,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,5020.063808,0.0,0.0,0.0,0.0,2
1,0,0,0,1,0,0,0,3995,0,0,0.4286584331088459,0.5171243208474502,0.5019335482303996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,1443.7543369999999,0
0,0,0,1,1,0,0,0,3601,1,1,0.4697345404429021,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1862.7929420000007,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4174942609643649,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1347.142982,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4493337845333847,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1641.341173,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,0,0.3934147406100506,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1160.2091460000001,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3601,1,1,0.4382000567659747,0.6170262487454867,0.5815141425107387,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1531.797235,0.0,0.0,0.0,0.0,2
