enqid,Contactid,ownerid,companyid,Enquiry No.,Job Status,industrycode,Industry,Office Country Code,Product,booked date,creation date,Flight date,Flight Year,Route code,Aircraft code,no of sectors,passengers,Total Flight Time (Dec),Total Distance (NMi),gross,Cost,Country,Round_trip
28251,4833,30,3953,EN248269,Closed,OPERATOR,Aircraft Operator,UK,Other,3/19/2018,3/19/2018,3/23/2018,2018,XXX/XXX,,1,,,,160,160,United Kingdom,1
28253,2053,95,2763,EN248272,Closed,CHARITY,Charities and foundations,UK,CJ - Adhoc,3/19/2018,3/19/2018,3/23/2018,2018,STN/VKO/BZZ/STN,B757-200,3,202,5,1449.68,15932.5,108920,United Kingdom,1
28253,2053,95,2763,EN248272,Closed,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,3/19/2018,3/19/2018,3/23/2018,2018,STN/VKO/BZZ/STN,B757-200,3,202,5,1449.68,15932.5,108920,United Kingdom,1
28254,5293,76,2967,EN248276,Closed,OPERATOR,Aircraft Operator,UK,ACMI,3/20/2018,3/19/2018,3/18/2018,2018,BRU/MXP/HAV/MXP/BYJ,A330-200,4,266,25.17,10172.96,2165.447978,2165.447978,United Kingdom,0
28256,1517,13,4020,EN248287,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,12/22/2018,2018,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,18536.68,United Kingdom,1
28258,1517,13,4020,EN248289,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,12/29/2018,2018,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,20797.44,United Kingdom,1
28259,1517,13,4020,EN248290,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,1/5/2019,2019,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,21109.44,United Kingdom,1
28260,1517,13,4020,EN248291,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,1/12/2019,2019,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,21253.92,United Kingdom,1
28261,1517,13,4020,EN248292,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,1/19/2019,2019,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,21335.4,United Kingdom,1
28262,1517,13,4020,EN248293,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,1/26/2019,2019,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,21239.84,United Kingdom,1
28263,1517,13,4020,EN248294,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,2/2/2019,2019,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,20925,United Kingdom,1
28264,1517,13,4020,EN248295,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,2/9/2019,2019,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,20763.4,United Kingdom,1
28265,1517,13,4020,EN248296,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,2/16/2019,2019,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,20120.56,United Kingdom,1
28266,1517,13,4020,EN248297,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,2/23/2019,2019,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,19043.24,United Kingdom,1
28267,1517,13,4020,EN248298,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,3/2/2019,2019,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,18681,United Kingdom,1
28268,1517,13,4020,EN248299,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,3/9/2019,2019,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,18580.88,United Kingdom,1
28269,1517,13,4020,EN248300,Closed,TRAV,Travel Agents,UK,Tour Ops,3/19/2018,3/19/2018,3/16/2019,2019,BHD/SZG/BHD,E175,2,88,4.34,1651.74,458,16644.64,United Kingdom,1
28270,1463,13,814,EN248305,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,12/23/2018,2018,BHX/ILD/BHX,E175,2,88,3.5,1256.52,376,14800.34,United Kingdom,1
28272,1463,13,814,EN248307,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,12/30/2018,2018,BHX/ILD/BHX,E175,2,88,3.5,1256.52,376,15234.51,United Kingdom,1
28273,1463,13,814,EN248308,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,1/6/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,376,15487.54,United Kingdom,1
28274,1463,13,814,EN248309,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,1/13/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,377.5,15310.62,United Kingdom,1
28275,1463,13,814,EN248310,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,1/20/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,376,15027.89,United Kingdom,1
28276,1463,13,814,EN248311,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,1/27/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,376,15496.51,United Kingdom,1
28277,1463,13,814,EN248312,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,2/3/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,376,15545.49,United Kingdom,1
28278,1463,13,814,EN248313,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,2/10/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,377.5,15434.13,United Kingdom,1
28279,1463,13,814,EN248314,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,2/17/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,376,15221.11,United Kingdom,1
28280,1463,13,814,EN248315,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,2/24/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,376,15315.41,United Kingdom,1
28281,1463,13,814,EN248316,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,3/3/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,383.05,15595.29,United Kingdom,1
28282,1463,13,814,EN248317,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,3/10/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,376,15559.51,United Kingdom,1
28283,1463,13,814,EN248318,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,3/17/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,377.49,15607.05,United Kingdom,1
28284,1463,13,814,EN248319,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,3/24/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,397.55,15605.87,United Kingdom,1
28285,1463,13,814,EN248320,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,3/31/2019,2019,BHX/ILD/BHX,E175,2,88,3.5,1256.52,390.1,13160.4,United Kingdom,1
28286,1463,13,814,EN248321,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,12/23/2018,2018,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,15400.72,United Kingdom,1
28287,1463,13,814,EN248322,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,12/30/2018,2018,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,15841.14,United Kingdom,1
28288,1463,13,814,EN248323,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,1/6/2019,2019,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,16125.12,United Kingdom,1
28289,1463,13,814,EN248324,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,1/13/2019,2019,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,15911.28,United Kingdom,1
28290,1463,13,814,EN248325,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,1/20/2019,2019,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,15914.4,United Kingdom,1
28291,1463,13,814,EN248326,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,1/27/2019,2019,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,16033.94,United Kingdom,1
28292,1463,13,814,EN248327,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,2/3/2019,2019,ILD/BRS/ILD,E175,2,88,3.34,1152.24,371.5,16144.53,United Kingdom,1
28293,1463,13,814,EN248328,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,2/10/2019,2019,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,16099.12,United Kingdom,1
28294,1463,13,814,EN248329,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,2/17/2019,2019,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,15819.07,United Kingdom,1
28295,1463,13,814,EN248330,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,2/24/2019,2019,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,15839.12,United Kingdom,1
28296,1463,13,814,EN248331,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,3/3/2019,2019,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,16105.07,United Kingdom,1
28297,1463,13,814,EN248332,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,3/10/2019,2019,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,16085.02,United Kingdom,1
28298,1463,13,814,EN248333,Closed,TOUR,Tour Operators,UK,Tour Ops,3/19/2018,3/19/2018,3/17/2019,2019,ILD/BRS/ILD,E175,2,88,3.34,1152.24,370,12960.4,United Kingdom,1
28299,2871,68,1074,EN248335,Closed,TRAV,Travel Agents,IT,CJ - Adhoc,3/22/2018,3/19/2018,4/17/2018,2018,SGD/VCE/STR/VCE,SF340,3,,3.5,459.76,1767.926527,14131.0491,Italy,0
28301,1458,18,2839,EN248338,Closed,CONF,"Conference, Incentive, etc",DE,CJ - Adhoc,5/23/2018,3/19/2018,10/24/2018,2018,PRG/FRA/MUC/MLA/MUC/FRA,B737-800,5,189,6.74,1841.6,4233.565626,84739.19414,Germany,0
28302,2681,85,2739,EN248341,Closed,CONF,"Conference, Incentive, etc",UK,Seat Sales,7/17/2018,3/19/2018,9/27/2018,2018,XXX/HAM/XXX,,2,,,690.48,520.471875,4914.326721,United Kingdom,1
28304,2860,27,3560,EN248344,Closed,CONF,"Conference, Incentive, etc",FR,CJ - Adhoc,8/1/2018,3/19/2018,9/10/2018,2018,PIS/SVQ,"CRJ1000,FK100",1,100,2,615.48,1233.551626,60225.17269,France,0
28304,2860,27,3560,EN248344,Closed,CONF,"Conference, Incentive, etc",FR,CJ - Adhoc,8/1/2018,3/19/2018,9/14/2018,2018,INN/SVQ/PIS/INN,"CRJ1000,FK100",3,100,2.25,615.48,1233.551626,60225.17269,France,1
28305,2075,68,1078,EN248352,Closed,MANU,Manufacturing,IT,CJ - Adhoc,5/16/2018,3/19/2018,6/20/2018,2018,FCO/BGY/BHX/BGY,B737-400,3,168,4.25,1211.44,3234.269664,47054.07303,Italy,0
28307,671,205,2933,EN248358,Invoiced,TRAV,Travel Agents,DE,CJ - Adhoc,6/11/2018,3/19/2018,7/26/2018,2018,VCV/PDX/LAX/DAL PHX/DAL/SJC,"B747-400,B762E-VIP",5,371,8.42,3060.13,80921.94528,551090.2731,Germany,0
28307,671,205,2933,EN248358,Invoiced,TRAV,Travel Agents,DE,CJ - Adhoc,6/11/2018,3/19/2018,7/31/2018,2018,PHX/DAL/SJC,"B747-400,B762E-VIP",2,102,3.5,1256.38,80921.94528,551090.2731,Germany,0
28314,355,38,227,EN248385,Closed,GOVT,Government Ministries & Agenci,IT,CJ - Adhoc,3/20/2018,3/20/2018,3/10/2018,2018,FCO/LMP/BRI/TRN/FCO,B737-400,4,170,5.24,1521.71,2872.87267,61845.01193,Italy,1
28316,3151,27,2391,EN248391,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,10/30/2018,3/20/2018,6/13/2019,2019,BOD/TLN/BOD,"B737-800,FK100",2,100,2.66,628.28,8882.992607,128899.5215,France,1
28316,3151,27,2391,EN248391,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,10/30/2018,3/20/2018,6/13/2019,2019,LIL/TLN/LIL,"B737-800,FK100",2,189,3.08,930.54,8882.992607,128899.5215,France,1
28319,2236,68,2862,EN248399,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,4/11/2018,3/20/2018,4/16/2018,2018,FCO/GOA/FCO/GOA,BAE146-3,3,112,2.17,433.16,3090.780643,22960.08478,Italy,0
28325,2490,38,2710,EN248420,Closed,OPERATOR,Aircraft Operator,FR,ACMI,3/20/2018,3/20/2018,3/21/2018,2018,BGY/RMI/KVA/RMI/BGY,MD82,4,160,3.66,1124.3,4637.72201,13474.75479,France,1
28329,5327,24,3753,EN248425,Closed,TOUR,Tour Operators,AT,Tour Ops,8/30/2018,3/20/2018,10/25/2018,2018,LNZ/CTA/LNZ,B737-800,2,189,4.34,1294.38,138.235747,52345.21576,Austria,1
28330,5327,24,3753,EN248426,Invoiced,TOUR,Tour Operators,AT,Tour Ops,8/30/2018,3/20/2018,11/1/2018,2018,LNZ/BCN/LNZ,B737-800,2,189,4.34,1322.14,1972.154735,50987.20776,Austria,1
28332,4716,196,3601,EN248430,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,4/21/2018,2018,HER/CDG/HER,,2,,,2581,2615.135993,41240.83363,France,1
28333,4716,196,3601,EN248431,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,4/28/2018,2018,HER/CDG/HER,,2,,,2581,2378.373364,41240.83363,France,1
28334,4716,196,3601,EN248432,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,5/5/2018,2018,HER/CDG/HER,,2,,,2581,2088.941258,40858.09549,France,1
28335,4716,196,3601,EN248433,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,5/12/2018,2018,HER/CDG/HER,,2,,,2581,770.21908,39112.43781,France,1
28336,4716,196,3601,EN248434,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,5/19/2018,2018,HER/CDG/HER,,2,,,2581,1643.309766,39924.16863,France,1
28337,4716,196,3601,EN248435,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,5/26/2018,2018,HER/CDG/HER,,2,,,2581,1516.330627,39924.16863,France,1
28338,4716,196,3601,EN248436,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,6/2/2018,2018,HER/CDG/HER,,2,,,2581,2398.06004,41627.5632,France,1
28339,4716,196,3601,EN248437,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,6/9/2018,2018,HER/CDG/HER,,2,,,2581,2142.652737,41627.5632,France,1
28340,4716,196,3601,EN248438,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,6/16/2018,2018,HER/CDG/HER,,2,,,2581,2259.559338,41627.5632,France,1
28341,4716,196,3601,EN248439,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,6/23/2018,2018,HER/CDG/HER,,2,,,2581,2116.12535,41627.5632,France,1
28342,4716,196,3601,EN248440,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,6/30/2018,2018,HER/CDG/HER,,2,,,2581,2205.574086,41627.5632,France,1
28343,4716,196,3601,EN248441,Closed,TOUR,Tour Operators,FR,Tour Ops,3/20/2018,3/20/2018,7/7/2018,2018,HER/CDG/HER,,2,,,2581,2144.975404,42071.43359,France,1
28344,4716,196,3601,EN248442,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,7/14/2018,2018,HER/CDG/HER,,2,,,2581,2219.676739,42071.43359,France,1
28345,4716,196,3601,EN248443,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,7/21/2018,2018,HER/CDG/HER,,2,,,2581,2518.48208,42071.43359,France,1
28346,4716,196,3601,EN248444,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,7/28/2018,2018,HER/CDG/HER,,2,,,2581,2523.418833,42071.43359,France,1
28347,4716,196,3601,EN248445,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,8/4/2018,2018,HER/CDG/HER,,2,,,2581,2406.902671,42439.10922,France,1
28348,4716,196,3601,EN248446,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,8/11/2018,2018,HER/CDG/HER,,2,,,2581,2406.902671,42439.10922,France,1
28349,4716,196,3601,EN248447,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,8/18/2018,2018,HER/CDG/HER,,2,,,2581,2406.902671,42439.10922,France,1
28350,4716,196,3601,EN248448,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,8/25/2018,2018,HER/CDG/HER,,2,,,2581,2406.902671,42439.10922,France,1
28351,4716,196,3601,EN248449,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,9/1/2018,2018,HER/CDG/HER,,2,,,2581,1869.884273,42755.109,France,1
28352,4716,196,3601,EN248450,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,9/8/2018,2018,HER/CDG/HER,,2,,,2581,1869.884273,42755.109,France,1
28353,4716,196,3601,EN248451,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,9/15/2018,2018,HER/CDG/HER,,2,,,2581,1869.884273,42755.109,France,1
28354,4716,196,3601,EN248452,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,9/22/2018,2018,HER/CDG/HER,,2,,,2581,1869.884273,42755.109,France,1
28355,4716,196,3601,EN248453,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,9/29/2018,2018,HER/CDG/HER,,2,,,2581,1869.884273,42755.109,France,1
28356,4716,196,3601,EN248454,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,10/6/2018,2018,HER/CDG/HER,,2,,,2581,1955.04333,42780.41633,France,1
28357,4716,196,3601,EN248455,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,10/13/2018,2018,HER/CDG/HER,,2,,,2581,1955.04333,42780.41633,France,1
28358,4716,196,3601,EN248456,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,10/20/2018,2018,HER/CDG/HER,,2,,,2581,1955.04333,42780.41633,France,1
28359,4716,196,3601,EN248457,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,10/27/2018,2018,HER/CDG/HER,,2,,,2581,1955.04333,42780.41633,France,1
28360,4716,196,3601,EN248458,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/20/2018,11/3/2018,2018,HER/CDG/HER,,2,,,2581,1654.574327,42076.32995,France,1
28364,4716,196,3601,EN248465,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,7/18/2018,2018,LYS/DJE/LYS,B737-800,2,189,4.34,1516.92,2069.992972,35507.93218,France,1
28365,4716,196,3601,EN248466,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,7/25/2018,2018,LYS/DJE/LYS,B737-800,2,189,4.34,1516.92,2741.338721,38143.20977,France,1
28366,4716,196,3601,EN248467,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,8/1/2018,2018,LYS/DJE/LYS,B737-800,2,189,4.34,1516.92,2136.536242,38276.89646,France,1
28367,4716,196,3601,EN248468,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,8/8/2018,2018,LYS/DJE/LYS,B737-800,2,189,4.34,1516.92,1694.800815,38276.89646,France,1
28368,4716,196,3601,EN248469,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,8/15/2018,2018,LYS/DJE/LYS,B737-800,2,189,4.34,1516.92,2398.615916,38276.89646,France,1
28369,4716,196,3601,EN248470,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,8/22/2018,2018,LYS/DJE/LYS,B737-800,2,189,4.34,1516.92,3354.476088,38276.89646,France,1
28370,4716,196,3601,EN248471,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,8/29/2018,2018,LYS/DJE/LYS,B737-800,2,189,4.34,1516.92,759.976931,31179.03469,France,1
28371,3977,196,2955,EN248472,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,4/7/2018,2018,HER/LYS/HER,,2,,,2207.8,2563.263863,35407.6563,France,1
28372,3977,196,2955,EN248473,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,4/14/2018,2018,HER/LYS/HER,,2,,,2207.8,3021.052632,37914.72095,France,1
28373,3977,196,2955,EN248474,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,4/21/2018,2018,HER/LYS/HER,,2,,,2207.8,2915.365595,36215.23313,France,1
28374,3977,196,2955,EN248475,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,4/28/2018,2018,HER/LYS/HER,,2,,,2207.8,2846.979865,36955.69587,France,1
28375,3977,196,2955,EN248476,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,5/5/2018,2018,HER/LYS/HER,,2,,,2207.8,2849.663961,37663.14917,France,1
28376,3977,196,2955,EN248477,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,5/12/2018,2018,HER/LYS/HER,,2,,,2207.8,2835.698698,37452.361,France,1
28377,3977,196,2955,EN248478,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,5/19/2018,2018,HER/LYS/HER,,2,,,2207.8,2777.323907,36926.26342,France,1
28378,3977,196,2955,EN248479,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,5/26/2018,2018,HER/LYS/HER,,2,,,2207.8,2754.141572,36828.28838,France,1
28379,3977,196,2955,EN248480,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,6/2/2018,2018,HER/LYS/HER,,2,,,2207.8,2813.193469,37889.88764,France,1
28380,3977,196,2955,EN248481,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,6/9/2018,2018,HER/LYS/HER,,2,,,2207.8,2863.474367,38090.24754,France,1
28381,3977,196,2955,EN248482,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,6/16/2018,2018,HER/LYS/HER,,2,,,2207.8,2875.27212,38233.76931,France,1
28382,3977,196,2955,EN248483,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,6/23/2018,2018,HER/LYS/HER,,2,,,2207.8,2827.238413,37957.91784,France,1
28383,3977,196,2955,EN248484,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,6/30/2018,2018,HER/LYS/HER,,2,,,2207.8,2866.283357,37959.89291,France,1
28384,3977,196,2955,EN248485,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,7/7/2018,2018,HER/LYS/HER,,2,,,2207.8,2884.680254,38502.50351,France,1
28385,3977,196,2955,EN248486,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,7/14/2018,2018,HER/LYS/HER,,2,,,2207.8,3549.385101,38385.67287,France,1
28386,3977,196,2955,EN248487,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,7/21/2018,2018,HER/LYS/HER,,2,,,2207.8,2798.664793,38114.6785,France,1
28387,3977,196,2955,EN248488,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,7/28/2018,2018,HER/LYS/HER,,2,,,2207.8,2896.486298,38502.0643,France,1
28388,3977,196,2955,EN248489,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,8/4/2018,2018,HER/LYS/HER,,2,,,2207.8,1432.383995,39138.49703,France,1
28389,3977,196,2955,EN248490,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,8/11/2018,2018,HER/LYS/HER,,2,,,2207.8,1413.361727,39031.80729,France,1
28390,3977,196,2955,EN248491,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,8/18/2018,2018,HER/LYS/HER,,2,,,2207.8,1352.0362,38036.33218,France,1
28391,3977,196,2955,EN248492,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,8/25/2018,2018,HER/LYS/HER,,2,,,2207.8,1460.225358,38785.82202,France,1
28392,3977,196,2955,EN248493,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,9/1/2018,2018,HER/LYS/HER,,2,,,2207.8,2849.484164,39229.38907,France,1
28393,3977,196,2955,EN248494,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,9/8/2018,2018,HER/LYS/HER,,2,,,2207.8,2829.299361,38042.9712,France,1
28394,3977,196,2955,EN248495,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,9/15/2018,2018,HER/LYS/HER,,2,,,2207.8,2838.718936,39117.25128,France,1
28395,3977,196,2955,EN248496,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,9/22/2018,2018,HER/LYS/HER,,2,,,2207.8,2815.169999,39015.65443,France,1
28396,3977,196,2955,EN248497,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,9/29/2018,2018,HER/LYS/HER,,2,,,2207.8,2906.898715,38838.25244,France,1
28397,3977,196,2955,EN248498,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,10/6/2018,2018,HER/LYS/HER,,2,,,2207.8,2200.437774,37972.84017,France,1
28398,3977,196,2955,EN248499,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,10/13/2018,2018,HER/LYS/HER,,2,,,2207.8,2868.489235,38850.84428,France,1
28399,3977,196,2955,EN248500,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,10/20/2018,2018,HER/LYS/HER,,2,,,2207.8,2841.463415,39091.84311,France,1
28400,3977,196,2955,EN248501,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,10/27/2018,2018,HER/LYS/HER,,2,,,2207.8,2855.534709,39316.31377,France,1
28401,3977,196,2955,EN248502,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,11/3/2018,2018,HER/LYS/HER,,2,,,2207.8,2574.794883,34773.48919,France,1
28402,1430,196,803,EN248503,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,4/21/2018,2018,HER/NTE/TLS/HER,,3,,,2841.65,1172.209467,29755.91664,France,1
28403,1430,196,803,EN248504,Closed,TOUR,Tour Operators,FR,Tour Ops,3/21/2018,3/21/2018,4/28/2018,2018,HER/NTE/TLS/HER,,3,,,2841.65,1609.484282,31249.55846,France,1
