enqid,Contactid,ownerid,companyid,Enquiry No.,Job Status,industrycode,Industry,Office Country Code,Product,booked date,creation date,Flight date,Flight Year,Route code,Aircraft code,no of sectors,passengers,Total Flight Time (Dec),Total Distance (NMi),gross,Cost,Country,Round_trip
10717,937,13,162,EN203742,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,8/23/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,11195.72777,136572.7628,United Kingdom,1
10717,937,13,162,EN203742,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,8/30/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,11195.72777,136572.7628,United Kingdom,1
10719,937,13,162,EN203745,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,5/17/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,8773.541294,130649.7481,United Kingdom,1
10719,937,13,162,EN203745,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,5/24/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,8773.541294,130649.7481,United Kingdom,1
10719,937,13,162,EN203745,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,5/31/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,8773.541294,130649.7481,United Kingdom,1
10720,937,13,162,EN203746,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,6/7/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,13425.3779,173776.6872,United Kingdom,1
10720,937,13,162,EN203746,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,6/14/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,13425.3779,173776.6872,United Kingdom,1
10720,937,13,162,EN203746,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,6/21/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,13425.3779,173776.6872,United Kingdom,1
10720,937,13,162,EN203746,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,6/28/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,13425.3779,173776.6872,United Kingdom,1
10721,937,13,162,EN203748,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,7/5/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,12142.99908,177622.3902,United Kingdom,1
10721,937,13,162,EN203748,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,7/12/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,12142.99908,177622.3902,United Kingdom,1
10721,937,13,162,EN203748,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,7/19/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,12142.99908,177622.3902,United Kingdom,1
10721,937,13,162,EN203748,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,7/26/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,12142.99908,177622.3902,United Kingdom,1
10722,937,13,162,EN203749,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,9/6/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,546.448088,8090.270384,United Kingdom,1
10722,937,13,162,EN203749,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,9/13/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,546.448088,8090.270384,United Kingdom,1
10722,937,13,162,EN203749,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,9/20/2016,2016,PMI/KEF/PMI,B737-800,2,186,9,3433.1,546.448088,8090.270384,United Kingdom,1
10724,938,7,2876,EN203752,Closed,CONF,"Conference, Incentive, etc",FR,CJ - Adhoc,10/12/2015,7/28/2015,4/7/2016,2016,TLS/CDG/TLS,B737-400,2,168,2.42,655.2,1540.647964,25221.96107,France,1
10725,937,13,162,EN203756,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,6/2/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,17063.61508,224393.8471,United Kingdom,1
10725,937,13,162,EN203756,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,6/9/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,17063.61508,224393.8471,United Kingdom,1
10725,937,13,162,EN203756,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,6/16/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,17063.61508,224393.8471,United Kingdom,1
10725,937,13,162,EN203756,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,6/23/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,17063.61508,224393.8471,United Kingdom,1
10725,937,13,162,EN203756,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,6/30/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,17063.61508,224393.8471,United Kingdom,1
10726,937,13,162,EN203757,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,7/7/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,11675.58016,182536.1649,United Kingdom,1
10726,937,13,162,EN203757,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,7/14/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,11675.58016,182536.1649,United Kingdom,1
10726,937,13,162,EN203757,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,7/21/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,11675.58016,182536.1649,United Kingdom,1
10726,937,13,162,EN203757,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,7/28/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,11675.58016,182536.1649,United Kingdom,1
10728,937,13,162,EN203760,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,8/4/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,12480.87432,179897.2323,United Kingdom,1
10728,937,13,162,EN203760,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,8/11/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,12480.87432,179897.2323,United Kingdom,1
10728,937,13,162,EN203760,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,8/18/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,12480.87432,179897.2323,United Kingdom,1
10728,937,13,162,EN203760,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,8/25/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,12480.87432,179897.2323,United Kingdom,1
10730,937,13,162,EN203762,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,9/1/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,7172.15244,86505.87609,United Kingdom,1
10730,937,13,162,EN203762,Invoiced,TOUR,Tour Operators,UK,Tour Ops,7/28/2015,7/28/2015,9/8/2016,2016,LEI/KEF/LEI,B737-800,2,186,9.34,3569.42,7172.15244,86505.87609,United Kingdom,1
10732,4323,24,2165,EN203766,Closed,COMPETITOR,Competitor company,UK,Tour Ops,8/4/2015,7/28/2015,8/28/2015,2015,OLB/LYS/OLB/CDG,A321-200,3,212,4.33,1264.05,1061.420889,46560.99632,United Kingdom,0
10733,4340,144,2322,EN203772,Closed,GOVT,Government Ministries & Agenci,AT,CJ - Adhoc,8/25/2015,7/28/2015,9/21/2015,2015,IBZ/DUS/VIE/PRN/VIE/DUS,B737-400,5,170,6.17,1614.72,4014.240868,53309.07534,Austria,0
10734,4340,144,2322,EN203775,Closed,GOVT,Government Ministries & Agenci,AT,CJ - Adhoc,8/19/2015,7/28/2015,9/23/2015,2015,MAD/VIE/MAD,"A319,CL6RJ200LR",2,48,6.5,1948.58,9032.527111,64454.90867,Austria,1
10734,4340,144,2322,EN203775,Closed,GOVT,Government Ministries & Agenci,AT,CJ - Adhoc,8/19/2015,7/28/2015,9/23/2015,2015,VIE/SOF/VIE,"A319,CL6RJ200LR",2,150,3,867.84,9032.527111,64454.90867,Austria,1
10735,5154,196,2026,EN203776,Closed,TOUR,Tour Operators,FR,Tour Ops,7/28/2015,7/28/2015,8/28/2015,2015,OLB/LYS/OLB/CDG,,3,,,1264.05,2759.694311,49391.45202,France,0
10739,5379,28,2899,EN203790,Flown,COMPETITOR,Competitor company,TR,CJ - Adhoc,7/28/2015,7/28/2015,8/1/2015,2015,MXP/SAW,,1,,,940.14,9374.19754,61643.5558,Turkey,0
10739,5379,28,2899,EN203790,Flown,COMPETITOR,Competitor company,TR,CJ - Adhoc,7/28/2015,7/28/2015,8/1/2015,2015,SAW/INN,,1,,,860.52,9374.19754,61643.5558,Turkey,0
10741,3606,166,3981,EN203796,Closed,CAR,Car / Motor-related Co s,UK,CJ - Adhoc,8/25/2015,7/28/2015,12/1/2015,2015,BRS/FAB/LIS/BRS/LIS/FAB/BRS,E145,6,49,5.09,1657.48,5081.624329,35250,United Kingdom,1
10749,5154,196,2026,EN203812,Closed,TOUR,Tour Operators,FR,Tour Ops,7/29/2015,7/29/2015,8/28/2015,2015,CTA/CDG,B737-300,1,148,2.58,880.54,1142.881404,24941.69261,France,0
10750,4390,196,3926,EN203813,Closed,TOUR,Tour Operators,FR,Tour Ops,7/29/2015,7/29/2015,8/2/2015,2015,CDG/CFU/CDG,,2,,,1863.74,84.913672,1358.618737,France,1
10755,6132,8,3947,EN203842,Closed,HOTEL,Hotels,IT,Tour Ops,7/29/2015,7/29/2015,8/6/2015,2015,MXP/CRV/MXP,B737-400,2,170,3.42,1087.82,734.255591,20955.34956,Italy,1
10756,943,52,566,EN203843,Closed,CAR,Car / Motor-related Co s,FR,CJ - Adhoc,7/29/2015,7/29/2015,9/22/2015,2015,CDG/FRA/CDG,B737-800,2,189,2.75,484.16,6717.408678,41395.54794,France,1
10757,946,24,569,EN203845,Invoiced,TOUR,Tour Operators,AT,Tour Ops,7/15/2016,7/29/2015,8/20/2016,2016,DUS/SOB/SXF/SOB/DUS,ATR72,4,64,7.92,1724.92,3973.323234,28399.81486,Austria,1
10764,4614,137,3833,EN203861,Invoiced,SPORT,Sports Teams & Tour Organisers,UK,CJ - Adhoc,8/4/2015,7/29/2015,8/8/2015,2015,BHX/SOU/NCL/SOU,RJ85,3,82,2.34,491.16,1355.84,26700,United Kingdom,0
10771,6077,3,2078,EN203874,Closed,OPERATOR,Aircraft Operator,FR,ACMI,7/30/2015,7/30/2015,7/31/2015,2015,BGY/MXP/BGY,B737-400,2,168,0.58,81.56,257.925072,13059.69741,France,1
10771,6077,3,2078,EN203874,Closed,OPERATOR,Aircraft Operator,FR,ACMI,7/30/2015,7/30/2015,7/31/2015,2015,MXP/KGS/MXP,B737-400,2,168,5.58,1961.84,257.925072,13059.69741,France,1
10773,6077,3,2078,EN203880,Closed,OPERATOR,Aircraft Operator,FR,ACMI,7/30/2015,7/30/2015,8/8/2015,2015,BGY/MXP PSR/BGY,B737-400,2,168,1.33,313.88,175.134447,10083.34277,France,1
10773,6077,3,2078,EN203880,Closed,OPERATOR,Aircraft Operator,FR,ACMI,7/30/2015,7/30/2015,8/8/2015,2015,MXP/LDE/PSR,B737-400,2,168,3.16,1026.95,175.134447,10083.34277,France,0
10783,699,138,413,EN203916,Invoiced,OPERATOR,Aircraft Operator,UK,ACMI,7/30/2015,7/30/2015,7/30/2015,2015,MAD/MUC/PUJ/FRA/MAD,B747-400,4,511,22.49,9819.06,1659.28737,1659.28737,United Kingdom,1
10789,4220,8,3332,EN203924,Closed,TOUR,Tour Operators,IT,Tour Ops,7/31/2015,7/31/2015,8/7/2015,2015,VRN/LED/VRN,B737-400,2,170,6.16,2217,1512.404472,27496.94311,Italy,1
10792,709,111,418,EN203930,Closed,OPERATOR,Aircraft Operator,UK,Tour Ops,7/31/2015,7/31/2015,7/1/2015,2015,XXX/XXX,DHC8-Q400,1,78,0.25,,281.51,576,United Kingdom,1
10793,630,111,2795,EN203931,Invoiced,OPERATOR,Aircraft Operator,UK,Tour Ops,7/31/2015,7/31/2015,7/1/2015,2015,XXX/XXX,E175,1,88,0.25,,3324,3324,United Kingdom,1
10795,3918,8,2351,EN203943,Closed,PILGRIM,Pilgrims or religion related,IT,Seat Sales,7/31/2015,7/31/2015,8/14/2015,2015,BRI/PUF/BRI,B737-3QC,2,148,4.5,1546.58,413.274837,3863.572035,Italy,1
10797,4589,181,3267,EN203954,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,8/12/2015,7/31/2015,5/4/2016,2016,STR/FAO/STR,B737-800,2,189,6.08,2051.7,7552.331115,63748.81066,Germany,1
10802,3636,24,3625,EN203964,Invoiced,TOUR,Tour Operators,AT,CJ - Adhoc,2/8/2016,7/31/2015,5/5/2016,2016,LNZ/PEG/LNZ,ATR42,2,46,3.34,630.24,3763.875674,27550.74532,Austria,1
10810,767,8,458,EN203985,Closed,TOUR,Tour Operators,IT,Tour Ops,8/2/2015,8/2/2015,8/12/2015,2015,VRN/ZTH/BLQ/ZTH/VRN,B737-400,4,170,7.34,2469.2,4506.205774,46880.19389,Italy,1
10811,767,8,458,EN203986,Closed,TOUR,Tour Operators,IT,Tour Ops,8/2/2015,8/2/2015,8/19/2015,2015,VRN/ZTH/BLQ/ZTH/VRN,B737-400,4,170,7.34,2469.2,2984.099913,46823.05406,Italy,1
10812,4220,8,3332,EN203987,Closed,TOUR,Tour Operators,IT,Tour Ops,8/2/2015,8/2/2015,8/14/2015,2015,VRN/DME/VRN,B737-400,2,170,6.5,2366.56,1814.994338,28609.38296,Italy,1
10813,4220,8,3332,EN203988,Closed,TOUR,Tour Operators,IT,Tour Ops,8/2/2015,8/2/2015,8/21/2015,2015,VRN/LED/VRN,B737-400,2,170,6.16,2217,1518.666854,27820.12454,Italy,1
10817,6132,8,3947,EN203996,Closed,HOTEL,Hotels,IT,Tour Ops,8/3/2015,8/3/2015,8/13/2015,2015,MXP/CRV/MXP,B737-400,2,170,3.42,1087.82,734.25559,20955.34956,Italy,1
10818,6132,8,3947,EN203997,Closed,HOTEL,Hotels,IT,Tour Ops,8/3/2015,8/3/2015,8/20/2015,2015,MXP/CRV/MXP,B737-400,2,170,3.42,1087.82,734.25559,20955.34956,Italy,1
10823,6136,8,3034,EN204003,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,8/3/2015,8/3/2015,8/8/2015,2015,PRG/INN/PMF,ATR42,2,48,1,152.01,2425.806679,10260.40192,Italy,0
10830,961,138,3037,EN204021,Invoiced,FRTFWD,Freight forwarders,UK,ACMI,8/3/2015,8/3/2015,8/1/2015,2015,MMX/LGW/MMX/MAN/MMX,B737-400,4,168,7.17,2223.34,-938.113948,40801.29104,United Kingdom,1
10832,4257,4,2890,EN204033,Closed,TOUR,Tour Operators,IT,Tour Ops,8/3/2015,8/3/2015,8/10/2015,2015,DJE/BGY/DJE,,2,177,4,1419.56,233.746106,22956.21992,Italy,1
10833,164,110,2534,EN204034,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,7/7/2016,2016,CDG/TOS/CDG,"A320-200,B737-300,B737-800",2,147,7.25,2654.08,48000.61695,161526.5364,United Kingdom,1
10833,164,110,2534,EN204034,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,7/7/2016,2016,CDG/TOS/CDG,"A320-200,B737-300,B737-800",2,180,6.84,2652.6,48000.61695,161526.5364,United Kingdom,1
10833,164,110,2534,EN204034,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,7/7/2016,2016,CDG/TOS/CDG,"A320-200,B737-300,B737-800",2,189,7.25,2654.08,48000.61695,161526.5364,United Kingdom,1
10834,164,110,2534,EN204036,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,7/25/2016,2016,CDG/BGO/CDG,"A320-200,B777-3ER",2,,,1366.38,68943.95318,208352.448,United Kingdom,1
10834,164,110,2534,EN204036,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,7/25/2016,2016,CDG/BGO/CDG,"A320-200,B777-3ER",2,442,3.75,1366.38,68943.95318,208352.448,United Kingdom,1
10834,164,110,2534,EN204036,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,7/25/2016,2016,CDG/BGO/GVA,"A320-200,B777-3ER",2,,,1527.83,68943.95318,208352.448,United Kingdom,0
10834,164,110,2534,EN204036,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,7/25/2016,2016,CDG/BGO/GVA,"A320-200,B777-3ER",2,165,4.17,1527.83,68943.95318,208352.448,United Kingdom,0
10835,164,110,2534,EN204038,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,8/3/2016,2016,CDG/KEF/CDG,"B737-700,B737-800,B747-400",2,147,6.66,2418.62,9998.459996,158153.6649,United Kingdom,1
10835,164,110,2534,EN204038,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,8/3/2016,2016,CDG/KEF/CDG,"B737-700,B737-800,B747-400",2,189,6.66,2418.62,9998.459996,158153.6649,United Kingdom,1
10835,164,110,2534,EN204038,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,8/3/2016,2016,ORY/KEF/ORY,"B737-700,B737-800,B747-400",2,532,6,2440.04,9998.459996,158153.6649,United Kingdom,1
10836,164,110,2534,EN204039,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,8/15/2016,2016,CDG/SFJ/CDG,"A330-200,B737-800,B767-3ER",2,189,10.08,3838.28,5105.752858,352315.9135,United Kingdom,1
10836,164,110,2534,EN204039,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,8/15/2016,2016,CDG/SFJ/CDG,"A330-200,B737-800,B767-3ER",2,265,9.58,3838.28,5105.752858,352315.9135,United Kingdom,1
10836,164,110,2534,EN204039,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,8/15/2016,2016,ORY/SFJ/ORY,"A330-200,B737-800,B767-3ER",2,303,9.66,3857.7,5105.752858,352315.9135,United Kingdom,1
10837,164,110,2534,EN204040,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,9/15/2016,2016,ORY/VCE/ORY,"A320-200,A330-300,B737-700",2,354,2.92,902,13719.74157,156008.0438,United Kingdom,1
10837,164,110,2534,EN204040,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,9/15/2016,2016,ORY/VCE/ORY,"A320-200,A330-300,B737-700",2,355,2.84,902,13719.74157,156008.0438,United Kingdom,1
10837,164,110,2534,EN204040,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,9/15/2016,2016,VCE/MRS/VCE,"A320-200,A330-300,B737-700",2,146,2.34,659.56,13719.74157,156008.0438,United Kingdom,1
10837,164,110,2534,EN204040,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,9/15/2016,2016,VCE/MRS/VCE,"A320-200,A330-300,B737-700",2,165,2.34,659.56,13719.74157,156008.0438,United Kingdom,1
10838,4077,8,2163,EN204041,Closed,OPERATOR,Aircraft Operator,UK,CJ - Adhoc,8/3/2015,8/3/2015,7/19/2015,2015,VRN/EWR,,1,,,3559.37,2612.096543,2694.524496,United Kingdom,0
10839,164,110,2534,EN204042,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,9/24/2016,2016,CDG/CFU/CDG,"A320-200,A330-300,B737-300,B737-700",2,147,5.16,1864.52,76243.33391,196918.535,United Kingdom,1
10839,164,110,2534,EN204042,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,9/24/2016,2016,MRS/CFU/MRS,"A320-200,A330-300,B737-300,B737-700",2,146,4.16,1396.74,76243.33391,196918.535,United Kingdom,1
10839,164,110,2534,EN204042,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,9/24/2016,2016,MRS/CFU/MRS,"A320-200,A330-300,B737-300,B737-700",2,165,4,1396.74,76243.33391,196918.535,United Kingdom,1
10839,164,110,2534,EN204042,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,9/24/2016,2016,ORY/CFU/ORY,"A320-200,A330-300,B737-300,B737-700",2,354,5,1859.18,76243.33391,196918.535,United Kingdom,1
10839,164,110,2534,EN204042,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,9/24/2016,2016,ORY/CFU/ORY,"A320-200,A330-300,B737-300,B737-700",2,354,5.08,1859.18,76243.33391,196918.535,United Kingdom,1
10840,164,110,2534,EN204043,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/3/2016,2016,CDG/SKG/CDG,"A330-300,B737-3QC,B737-800,BAE146-3",2,147,5.66,2007.14,60100.94711,138896.7577,United Kingdom,1
10840,164,110,2534,EN204043,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/3/2016,2016,ORY/SAW/ORY,"A330-300,B737-3QC,B737-800,BAE146-3",2,354,6.42,2462.8,60100.94711,138896.7577,United Kingdom,1
10840,164,110,2534,EN204043,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/3/2016,2016,SAW/MRS/SAW,"A330-300,B737-3QC,B737-800,BAE146-3",2,189,6,2157.06,60100.94711,138896.7577,United Kingdom,1
10840,164,110,2534,EN204043,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/3/2016,2016,SKG/MRS/SKG,"A330-300,B737-3QC,B737-800,BAE146-3",2,112,5,1618.76,60100.94711,138896.7577,United Kingdom,1
10841,342,68,2163,EN204044,Closed,OPERATOR,Aircraft Operator,UK,CJ - Adhoc,8/3/2015,8/3/2015,9/17/2015,2015,PSA/BRS/LGW/PSA,,3,,,1417.62,2098.237727,36333.68293,United Kingdom,1
10843,164,110,2534,EN204048,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/12/2016,2016,CDG/HER/CDG,"A320-200,A330-300,B737-3QC,B737-800",2,147,7.08,2580.22,66077.77305,161225.256,United Kingdom,1
10843,164,110,2534,EN204048,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/12/2016,2016,HER/MRS/HER,"A320-200,A330-300,B737-3QC,B737-800",2,174,5.5,2084.44,66077.77305,161225.256,United Kingdom,1
10843,164,110,2534,EN204048,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/12/2016,2016,ORY/SAW/ORY,"A320-200,A330-300,B737-3QC,B737-800",1,354,0.25,,66077.77305,161225.256,United Kingdom,1
10843,164,110,2534,EN204048,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/12/2016,2016,ORY/SAW/ORY,"A320-200,A330-300,B737-3QC,B737-800",2,354,6.42,2462.8,66077.77305,161225.256,United Kingdom,1
10843,164,110,2534,EN204048,Closed,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/12/2016,2016,SAW/MRS/SAW,"A320-200,A330-300,B737-3QC,B737-800",2,189,6,2157.06,66077.77305,161225.256,United Kingdom,1
10844,164,110,2534,EN204049,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/20/2016,2016,CDG/RHO/CDG,"B737-3QC,B737-800",2,147,6.16,2258.76,56711.54438,186860.0683,United Kingdom,1
10844,164,110,2534,EN204049,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/20/2016,2016,CDG/RHO/CDG,"B737-3QC,B737-800",2,147,7.42,2692.62,56711.54438,186860.0683,United Kingdom,1
10844,164,110,2534,EN204049,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/20/2016,2016,CDG/RHO/CDG,"B737-3QC,B737-800",2,189,7.42,2692.62,56711.54438,186860.0683,United Kingdom,1
10844,164,110,2534,EN204049,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/20/2016,2016,MRS/RHO/MRS,"B737-3QC,B737-800",2,189,6.16,2258.76,56711.54438,186860.0683,United Kingdom,1
10844,164,110,2534,EN204049,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/3/2015,8/3/2015,10/20/2016,2016,MRS/RHO/MRS,"B737-3QC,B737-800",2,189,7.42,2692.62,56711.54438,186860.0683,United Kingdom,1
10845,4094,113,3039,EN204050,Closed,TOUR,Tour Operators,IT,Tour Ops,8/4/2015,8/3/2015,10/5/2015,2015,CDG/TLV,,1,,,1771.98,1183.262557,30138.82706,Italy,0
10857,4494,28,3980,EN204087,Flown,TOUR,Tour Operators,TR,CJ - Adhoc,8/4/2015,8/4/2015,8/8/2015,2015,EVN/SAW,,1,,,688.92,952.082733,23964.71581,Turkey,0
10859,4884,61,2285,EN204089,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,12/23/2015,8/4/2015,2/12/2016,2016,TRN/BRS/FCO BTS/FCO/BRS,"A330-200,B737-400",4,170,5.33,1679.68,1454.173215,53895.25,United Kingdom,0
10860,5411,76,2904,EN204090,Closed,OPERATOR,Aircraft Operator,FR,ACMI,8/4/2015,8/4/2015,8/4/2015,2015,VNO/CPH/KEF/CPH/VNO,B737-400,4,168,9.34,3187.76,726.237345,726.237345,France,1
10865,962,52,576,EN204097,Closed,IT,"Computing, Electronics, etc",FR,CJ - Adhoc,10/5/2015,8/4/2015,11/6/2015,2015,MRS/PMI/MRS,"B737-400,B737-800",2,170,2,516.62,3956.654942,66750.9528,France,1
10865,962,52,576,EN204097,Closed,IT,"Computing, Electronics, etc",FR,CJ - Adhoc,10/5/2015,8/4/2015,11/6/2015,2015,ORY/PMI/ORY,"B737-400,B737-800",2,189,3.42,1101.12,3956.654942,66750.9528,France,1
10867,958,138,544,EN204105,Closed,,Unknown,unknown,ACMI,8/4/2015,8/4/2015,8/1/2015,2015,MMX/LGW/MMX/MAN/MMX/LGW/MMX,B737-400,6,168,10.84,3326.08,8095.004208,8095.004208,Other,1
10869,4220,8,3332,EN204108,Closed,TOUR,Tour Operators,IT,Tour Ops,8/4/2015,8/4/2015,9/4/2015,2015,VRN/LED/VRN,,2,,,2217,115.724886,2430.27968,Italy,1
10870,4707,8,2162,EN204111,Closed,OPERATOR,Aircraft Operator,TR,CJ - Adhoc,8/4/2015,8/4/2015,8/1/2015,2015,MXP/SAW,,1,,,940.14,1114.491934,1238.32437,Turkey,0
10873,4335,60,3494,EN204118,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,8/6/2015,8/5/2015,8/29/2015,2015,PMO/TRS/PMO,E145,2,49,3.16,919.54,1698.273422,26110.95386,Italy,1
10880,4858,8,2871,EN204137,Closed,MANU,Manufacturing,IT,CJ - Adhoc,8/5/2015,8/5/2015,8/25/2015,2015,TRN/BWE/TRN,E145,2,50,3.16,884.14,705.887347,21458.3923,Italy,1
