Accountid,enqid,product,brokercountry,owner,qtq_firstflightdate,Grossprofit
779,360,Tour Ops,France,TELFAS,2016-08-22 00:00:00,650.551206
779,361,Tour Ops,France,TELFAS,2016-08-29 00:00:00,650.551206
779,362,Tour Ops,France,TELFAS,2016-09-05 00:00:00,553.380112
779,363,Tour Ops,France,TELFAS,2016-09-12 00:00:00,660.705117
779,364,Tour Ops,France,TELFAS,2016-09-19 00:00:00,660.705117
779,365,Tour Ops,France,TELFAS,2016-09-26 00:00:00,660.705117
779,366,Tour Ops,France,TELFAS,2016-10-03 00:00:00,516.72355
755,367,Tour Ops,Italy,DROSA,2016-07-06 00:00:00,4218.484536
471,368,CJ,Italy,AALTAM,2016-02-02 00:00:00,1706.12799
492,369,CJ,France,KRIGHI,2016-04-04 00:00:00,22260.879413
720,370,CJ,Italy,ALONGH,2016-02-06 00:00:00,2105.788801
396,371,CJ,Austria,MTRULL,2016-04-06 00:00:00,976.472518
491,372,CJ,United Kingdom,DTUGWE,2016-03-07 00:00:00,30810.270598
509,373,CJ,France,CBOUGE,2016-03-20 00:00:00,2237.160593
547,374,CJ,France,ALAUNA,2016-06-06 00:00:00,7397.307184
412,375,CJ,Italy,ALONGH,2016-02-13 00:00:00,1130.624859
437,376,CJ,United Kingdom,PTODHU,2016-09-01 00:00:00,1503.053435
357,377,CJ,Turkey,CCAG,2016-02-01 00:00:00,282.430049
85,378,Tour Ops,Italy,ABETTO,2016-06-26 00:00:00,928.391314
85,379,Tour Ops,Italy,ABETTO,2016-07-03 00:00:00,948.975718
85,380,Tour Ops,Italy,ABETTO,2016-07-10 00:00:00,961.50439
85,381,Tour Ops,Italy,ABETTO,2016-07-17 00:00:00,931.226766
85,382,Tour Ops,Italy,ABETTO,2016-08-14 00:00:00,988.058571
85,383,Tour Ops,Italy,ABETTO,2016-08-21 00:00:00,957.594883
85,384,Tour Ops,Italy,ABETTO,2016-08-28 00:00:00,990.987126
85,385,Tour Ops,Italy,ABETTO,2016-09-04 00:00:00,867.097382
85,386,Tour Ops,Italy,ABETTO,2016-09-11 00:00:00,0.0
348,387,CJ,France,ALAUNA,2016-11-23 00:00:00,5492.000716
522,388,CJ,Italy,ALONGH,2016-02-09 00:00:00,681.932613
513,389,Tour Ops,Italy,ABETTO,2016-06-19 00:00:00,1214.250137
513,390,Tour Ops,Italy,ABETTO,2016-06-26 00:00:00,1259.794538
513,391,Tour Ops,Italy,ABETTO,2016-07-03 00:00:00,1136.929527
513,392,Tour Ops,Italy,ABETTO,2016-07-10 00:00:00,1006.51744
513,393,Tour Ops,Italy,ABETTO,2016-07-17 00:00:00,1019.520682
513,394,Tour Ops,Italy,ABETTO,2016-07-24 00:00:00,1018.183978
513,395,Tour Ops,Italy,ABETTO,2016-07-31 00:00:00,1031.195128
513,396,Tour Ops,Italy,ABETTO,2016-08-07 00:00:00,1024.236306
513,397,Tour Ops,Italy,ABETTO,2016-08-14 00:00:00,469.536314
513,398,Tour Ops,Italy,ABETTO,2016-08-21 00:00:00,1028.738535
513,399,Tour Ops,Italy,ABETTO,2016-08-28 00:00:00,998.476816
513,400,Tour Ops,Italy,ABETTO,2016-09-04 00:00:00,1155.493756
513,401,Tour Ops,Italy,ABETTO,2016-09-11 00:00:00,1691.879174
409,402,Tour Ops,Italy,ABETTO,2016-06-19 00:00:00,3102.498251
409,403,Tour Ops,Italy,ABETTO,2016-06-26 00:00:00,1721.316835
409,404,Tour Ops,Italy,ABETTO,2016-07-03 00:00:00,2061.504391
409,405,Tour Ops,Italy,ABETTO,2016-07-10 00:00:00,2412.852964
409,406,Tour Ops,Italy,ABETTO,2016-07-17 00:00:00,1515.49474
409,407,Tour Ops,Italy,ABETTO,2016-07-24 00:00:00,1187.502969
409,408,Tour Ops,Italy,ABETTO,2016-07-31 00:00:00,2398.315275
409,409,Tour Ops,Italy,ABETTO,2016-08-07 00:00:00,2073.609358
409,410,Tour Ops,Italy,ABETTO,2016-08-14 00:00:00,782.59699
409,411,Tour Ops,Italy,ABETTO,2016-08-21 00:00:00,1541.555164
409,412,Tour Ops,Italy,ABETTO,2016-08-28 00:00:00,1104.712617
409,413,Tour Ops,Italy,ABETTO,2016-09-04 00:00:00,2488.68732
409,414,Tour Ops,Italy,ABETTO,2016-09-11 00:00:00,4151.420505
612,415,CJ,United Kingdom,PTODHU,2016-06-01 00:00:00,24257.975603
31,416,CJ,Germany,CJUDIC,2016-06-24 00:00:00,246.711807
396,417,CJ,Austria,MTRULL,2016-02-26 00:00:00,6670.04598
504,418,Tour Ops,United Kingdom,LBARBE,2016-02-13 00:00:00,600.0
668,419,CJ,Italy,ALONGH,2016-02-28 00:00:00,5999.977392
577,420,CJ,Austria,BEGGER,2016-06-28 00:00:00,1614.911666
409,421,Tour Ops,Italy,ABETTO,2016-06-19 00:00:00,4360.284848
409,422,Tour Ops,Italy,ABETTO,2016-06-26 00:00:00,4650.548681
409,423,Tour Ops,Italy,ABETTO,2016-07-03 00:00:00,4787.162859
409,424,Tour Ops,Italy,ABETTO,2016-07-10 00:00:00,5873.495216
409,425,Tour Ops,Italy,ABETTO,2016-07-17 00:00:00,5181.918851
409,426,Tour Ops,Italy,ABETTO,2016-07-24 00:00:00,4734.398483
409,427,Tour Ops,Italy,ABETTO,2016-07-31 00:00:00,4841.493318
409,428,Tour Ops,Italy,ABETTO,2016-08-07 00:00:00,5174.33308
409,429,Tour Ops,Italy,ABETTO,2016-08-14 00:00:00,5303.677524
409,430,Tour Ops,Italy,ABETTO,2016-08-21 00:00:00,5161.726837
409,431,Tour Ops,Italy,ABETTO,2016-08-28 00:00:00,5729.394936
409,432,Tour Ops,Italy,ABETTO,2016-09-04 00:00:00,5896.149238
409,433,Tour Ops,Italy,ABETTO,2016-09-11 00:00:00,6025.149752
396,434,CJ,Austria,MTRULL,2016-03-16 00:00:00,5275.79519
513,435,Tour Ops,Italy,ABETTO,2016-06-18 00:00:00,1342.221185
513,436,Tour Ops,Italy,ABETTO,2016-06-25 00:00:00,1292.162815
513,437,Tour Ops,Italy,ABETTO,2016-07-02 00:00:00,1251.142925
513,438,Tour Ops,Italy,ABETTO,2016-07-09 00:00:00,1280.068022
513,439,Tour Ops,Italy,ABETTO,2016-07-16 00:00:00,1280.068023
513,440,Tour Ops,Italy,ABETTO,2016-07-23 00:00:00,1280.068022
513,441,Tour Ops,Italy,ABETTO,2016-07-30 00:00:00,1280.068023
513,442,Tour Ops,Italy,ABETTO,2016-08-06 00:00:00,1361.937221
513,443,Tour Ops,Italy,ABETTO,2016-08-13 00:00:00,1383.287049
513,444,Tour Ops,Italy,ABETTO,2016-08-20 00:00:00,1383.287049
513,445,Tour Ops,Italy,ABETTO,2016-08-27 00:00:00,1383.287049
513,446,Tour Ops,Italy,ABETTO,2016-09-03 00:00:00,2096.919392
513,447,Tour Ops,Italy,ABETTO,2016-09-10 00:00:00,1750.821497
513,448,Tour Ops,Italy,ABETTO,2016-06-14 00:00:00,4205.696941
513,449,Tour Ops,Italy,ABETTO,2016-06-21 00:00:00,1476.893144
513,450,Tour Ops,Italy,ABETTO,2016-06-28 00:00:00,1476.893144
513,451,Tour Ops,Italy,ABETTO,2016-07-05 00:00:00,1500.957051
513,452,Tour Ops,Italy,ABETTO,2016-07-12 00:00:00,1535.197342
513,453,Tour Ops,Italy,ABETTO,2016-07-19 00:00:00,1535.197342
513,454,Tour Ops,Italy,ABETTO,2016-07-26 00:00:00,1535.197342
513,455,Tour Ops,Italy,ABETTO,2016-08-02 00:00:00,1633.383825
513,456,Tour Ops,Italy,ABETTO,2016-08-09 00:00:00,1658.975007
513,457,Tour Ops,Italy,ABETTO,2016-08-16 00:00:00,1658.975007
513,458,Tour Ops,Italy,ABETTO,2016-08-23 00:00:00,1658.975007
513,459,Tour Ops,Italy,ABETTO,2016-08-30 00:00:00,1658.975007
513,460,Tour Ops,Italy,ABETTO,2016-09-06 00:00:00,2060.63666
323,461,CJ,France,CBOUGE,2016-07-19 00:00:00,1394.447521
594,462,CJ,Germany,IMUTLU,2016-12-19 00:00:00,4072.553783
513,463,Tour Ops,Italy,ABETTO,2016-06-17 00:00:00,412.351156
513,464,Tour Ops,Italy,ABETTO,2016-06-24 00:00:00,431.473266
513,465,Tour Ops,Italy,ABETTO,2016-07-01 00:00:00,516.064224
513,466,Tour Ops,Italy,ABETTO,2016-07-08 00:00:00,457.217432
513,467,Tour Ops,Italy,ABETTO,2016-07-15 00:00:00,518.832555
513,468,Tour Ops,Italy,ABETTO,2016-07-22 00:00:00,483.113184
513,469,Tour Ops,Italy,ABETTO,2016-07-29 00:00:00,458.142845
513,470,Tour Ops,Italy,ABETTO,2016-08-05 00:00:00,513.94429
513,471,Tour Ops,Italy,ABETTO,2016-08-12 00:00:00,546.764284
513,472,Tour Ops,Italy,ABETTO,2016-08-19 00:00:00,563.359421
513,473,Tour Ops,Italy,ABETTO,2016-08-26 00:00:00,630.312211
513,474,Tour Ops,Italy,ABETTO,2016-09-02 00:00:00,895.207939
513,475,Tour Ops,Italy,ABETTO,2016-09-09 00:00:00,917.336983
513,476,Tour Ops,Italy,ABETTO,2016-09-16 00:00:00,875.697415
475,477,CJ,France,SFEILL,2016-09-04 00:00:00,2600.68458
637,478,CJ,Italy,ALONGH,2016-02-12 00:00:00,2378.653803
471,479,CJ,Italy,AALTAM,2016-02-09 00:00:00,5752.498684
370,480,CJ,United Kingdom,DTUGWE,2016-02-28 00:00:00,3182.9
648,481,CJ,United Kingdom,PTODHU,2016-02-05 00:00:00,3473.282443
634,482,CJ,Austria,MTRULL,2016-05-05 00:00:00,1332.0647
89,483,CJ,France,DHOPFG,2016-05-28 00:00:00,3869.330797
495,484,CJ,France,ALAUNA,2016-04-08 00:00:00,2690.863091
39,485,CJ,Austria,MTRULL,2016-03-05 00:00:00,22241.272306
522,486,CJ,Italy,ALONGH,2016-02-16 00:00:00,1234.280545
364,487,CJ,Austria,MTRULL,2016-04-09 00:00:00,4107.353411
538,488,CJ,Germany,SDROBJ,2016-03-02 00:00:00,16194.724592
638,489,CJ,Italy,SKOSEK,2016-06-13 00:00:00,7938.360962
563,490,Tour Ops,Italy,ABETTO,2016-04-04 00:00:00,348.804886
563,491,Tour Ops,Italy,ABETTO,2016-04-11 00:00:00,1e-06
563,492,Tour Ops,Italy,ABETTO,2016-04-25 00:00:00,347.414946
563,493,Tour Ops,Italy,ABETTO,2016-05-02 00:00:00,222.216937
563,494,Tour Ops,Italy,ABETTO,2016-05-23 00:00:00,284.6654
563,495,Tour Ops,Italy,ABETTO,2016-05-30 00:00:00,422.946401
471,496,CJ,Italy,AALTAM,2016-02-16 00:00:00,1789.605792
471,497,CJ,Italy,AALTAM,2016-02-23 00:00:00,2763.646644
88,498,CJ,Italy,ALONGH,2016-03-02 00:00:00,3736.85803
527,499,CJ,Italy,AALTAM,2016-09-13 00:00:00,10147.860685
543,500,CJ,United Kingdom,CGRANT,2016-02-02 00:00:00,145994.07874
343,501,CJ,United Kingdom,CGRANT,2016-06-28 00:00:00,18198.757558
828,502,CJ,United Kingdom,CGRANT,2016-10-09 00:00:00,583.928572
351,503,CJ,Austria,MTRULL,2016-02-22 00:00:00,0.0
364,504,CJ,Austria,MTRULL,2016-06-14 00:00:00,2568.25434
90,505,CJ,Italy,DROSA,2016-06-23 00:00:00,1181.446028
48,506,CJ,Italy,DROSA,2016-03-18 00:00:00,2166.539956
86,507,CJ,Italy,AALTAM,2016-05-06 00:00:00,1715.588336
548,508,Tour Ops,United Kingdom,LBARBE,2016-04-17 00:00:00,400.0
370,509,CJ,United Kingdom,DTUGWE,2016-02-21 00:00:00,3832.5
522,510,CJ,Italy,SKOSEK,2016-02-23 00:00:00,626.03452
586,511,CJ,United Kingdom,DTUGWE,2016-09-30 00:00:00,2052.679427
722,512,Tour Ops,Austria,BEGGER,2016-10-29 00:00:00,4415.085325
91,513,CJ,Germany,MHERTH,2016-11-23 00:00:00,4981.010626
631,514,CJ,Austria,BEGGER,2016-04-24 00:00:00,6715.444743
494,515,CJ,France,DHOPFG,2016-08-01 00:00:00,9154.464367
351,516,Tour Ops,Austria,BEGGER,2016-03-18 00:00:00,5469.356089
793,517,Tour Ops,Germany,CJUDIC,2016-10-16 00:00:00,3277.50854
356,518,CJ,Italy,AALTAM,2016-05-26 00:00:00,2735.426576
364,519,CJ,Austria,MTRULL,2016-06-22 00:00:00,2717.85353
677,520,CJ,Germany,CJUDIC,2016-06-23 00:00:00,22897.493975
548,521,Tour Ops,United Kingdom,LBARBE,2016-04-09 00:00:00,532.17
548,522,Tour Ops,United Kingdom,LBARBE,2016-04-16 00:00:00,400.0
46,523,CJ,Italy,CLEGRO,2016-05-21 00:00:00,8871.241675
539,524,CJ,Germany,SDROBJ,2016-11-11 00:00:00,11830.970453
396,525,CJ,Austria,MTRULL,2016-04-21 00:00:00,15763.725666
727,526,CJ,France,CBOUGE,2017-02-06 00:00:00,3603.96969
522,527,CJ,Italy,ALONGH,2016-03-01 00:00:00,1514.352211
783,528,CJ,Germany,SDROBJ,2016-06-11 00:00:00,9896.489999
32,529,CJ,United Kingdom,NCOOPE,2016-09-03 00:00:00,10514.312308
663,530,CJ,Italy,CLEGRO,2016-03-18 00:00:00,2270.961987
48,531,CJ,Italy,ALONGH,2016-03-30 00:00:00,6752.335144
543,532,CJ,United Kingdom,CGRANT,2016-02-16 00:00:00,139234.881889
92,533,CJ,Italy,DROSA,2016-10-14 00:00:00,3834.709898
396,534,CJ,Austria,MTRULL,2016-04-20 00:00:00,7152.729515
375,535,Tour Ops,France,TELFAS,2016-07-12 00:00:00,1445.02096
375,536,Tour Ops,France,TELFAS,2016-07-19 00:00:00,618.816737
375,537,Tour Ops,France,TELFAS,2016-07-26 00:00:00,583.595667
375,538,Tour Ops,France,TELFAS,2016-08-02 00:00:00,680.308003
375,539,Tour Ops,France,TELFAS,2016-08-09 00:00:00,599.419338
375,540,Tour Ops,France,TELFAS,2016-08-16 00:00:00,1118.555921
375,541,Tour Ops,France,TELFAS,2016-08-23 00:00:00,900.479676
379,542,CJ,United Kingdom,NCOOPE,2016-03-18 00:00:00,1482.178125
501,543,CJ,Italy,ALONGH,2016-03-05 00:00:00,1177.657099
356,544,Tour Ops,Italy,CLEGRO,2016-02-27 00:00:00,3174.462952
507,545,Tour Ops,France,TELFAS,2016-02-27 00:00:00,726.886256
507,546,CJ,France,TELFAS,2016-02-28 00:00:00,773.106204
34,547,CJ,France,DHOPFG,2016-05-05 00:00:00,2528.013004
813,548,CJ,Germany,IMUTLU,2017-01-04 00:00:00,91.970773
799,549,CJ,USA,SMOORE,2016-03-20 00:00:00,23456.969192
49,550,Tour Ops,United Kingdom,LBARBE,2016-02-01 00:00:00,325.74
522,551,CJ,Italy,SKOSEK,2016-03-08 00:00:00,919.472459
522,552,CJ,Italy,SKOSEK,2016-03-15 00:00:00,626.904577
522,553,CJ,Italy,SKOSEK,2016-03-22 00:00:00,604.871993
837,554,CJ,Italy,SKOSEK,2016-04-22 00:00:00,2007.199582
779,555,Tour Ops,France,TELFAS,2016-05-12 00:00:00,648.588645
779,556,Tour Ops,France,TELFAS,2016-05-19 00:00:00,648.588645
779,557,Tour Ops,France,TELFAS,2016-05-26 00:00:00,648.588645
779,558,Tour Ops,France,TELFAS,2016-06-02 00:00:00,636.625419
779,559,Tour Ops,France,TELFAS,2016-06-09 00:00:00,636.625419
779,560,Tour Ops,France,TELFAS,2016-06-16 00:00:00,636.625419
779,561,Tour Ops,France,TELFAS,2016-06-23 00:00:00,636.625419
779,562,Tour Ops,France,TELFAS,2016-06-30 00:00:00,636.625419
779,563,Tour Ops,France,TELFAS,2016-09-01 00:00:00,1608.762624
779,564,Tour Ops,France,TELFAS,2016-09-08 00:00:00,699.982886
779,565,Tour Ops,France,TELFAS,2016-09-15 00:00:00,699.982886
779,566,Tour Ops,France,TELFAS,2016-09-22 00:00:00,699.982886
779,567,Tour Ops,France,TELFAS,2016-09-29 00:00:00,1694.335103
779,568,Tour Ops,France,TELFAS,2016-05-12 00:00:00,531.240089
616,569,CJ,Germany,CJUDIC,2016-09-30 00:00:00,72673.84882
779,570,Tour Ops,France,TELFAS,2016-05-19 00:00:00,811.925151
779,571,Tour Ops,France,TELFAS,2016-05-26 00:00:00,662.067872
779,572,Tour Ops,France,TELFAS,2016-06-02 00:00:00,650.634291
779,573,Tour Ops,France,TELFAS,2016-06-09 00:00:00,501.984591
779,574,Tour Ops,France,TELFAS,2016-06-16 00:00:00,452.175267
779,575,Tour Ops,France,TELFAS,2016-06-23 00:00:00,603.93805
779,576,Tour Ops,France,TELFAS,2016-09-15 00:00:00,992.640768
779,577,Tour Ops,France,TELFAS,2016-09-08 00:00:00,717.097383
779,578,Tour Ops,France,TELFAS,2016-09-22 00:00:00,707.684411
488,579,CJ,France,DHOPFG,2016-06-02 00:00:00,18149.575845
779,580,Tour Ops,France,TELFAS,2016-07-07 00:00:00,814.68006
779,581,Tour Ops,France,TELFAS,2016-07-14 00:00:00,814.68006
779,582,Tour Ops,France,TELFAS,2016-07-21 00:00:00,814.680061
779,583,Tour Ops,France,TELFAS,2016-07-28 00:00:00,1264.415092
779,584,Tour Ops,France,TELFAS,2016-08-04 00:00:00,866.784483
779,585,Tour Ops,France,TELFAS,2016-08-11 00:00:00,866.784483
779,586,Tour Ops,France,TELFAS,2016-08-18 00:00:00,866.784483
779,587,Tour Ops,France,TELFAS,2016-08-25 00:00:00,866.784483
486,588,Tour Ops,Austria,BEGGER,2016-05-02 00:00:00,634.316524
486,589,Tour Ops,Austria,BEGGER,2016-05-09 00:00:00,9197.589597
486,590,Tour Ops,Austria,BEGGER,2016-05-16 00:00:00,9197.589597
486,591,Tour Ops,Austria,BEGGER,2016-05-23 00:00:00,11098.564858
486,592,Tour Ops,Austria,BEGGER,2016-05-30 00:00:00,4123.057405
719,593,Tour Ops,France,TELFAS,2016-11-14 00:00:00,436.237838
486,594,Tour Ops,Austria,BEGGER,2016-06-06 00:00:00,7782.706825
583,595,CJ,Germany,SDROBJ,2016-02-25 00:00:00,12361.498454
416,596,CJ,Austria,MTRULL,2016-09-23 00:00:00,-18352.045182
396,597,CJ,Austria,MTRULL,2016-04-27 00:00:00,6948.142711
553,598,CJ,Germany,SDROBJ,2016-03-08 00:00:00,6206.36152
817,599,CJ,Germany,CJUDIC,2016-06-20 00:00:00,9807.378009
399,600,CJ,France,KRIGHI,2016-06-16 00:00:00,8472.067869
364,601,CJ,Austria,MTRULL,2016-06-14 00:00:00,2836.150674
796,602,CJ,Italy,CLEGRO,2016-03-04 00:00:00,858.308766
767,603,Tour Ops,France,TELFAS,2016-07-25 00:00:00,1174.895199
767,604,Tour Ops,France,TELFAS,2016-08-01 00:00:00,1274.888496
767,605,Tour Ops,France,TELFAS,2016-08-08 00:00:00,1294.807709
767,606,Tour Ops,France,TELFAS,2016-08-15 00:00:00,1319.658336
767,607,Tour Ops,France,TELFAS,2016-08-22 00:00:00,1359.042329
767,608,Tour Ops,France,TELFAS,2016-08-29 00:00:00,6813.372043
388,609,CJ,United Kingdom,DTUGWE,2017-02-03 00:00:00,385.22777
637,610,CJ,Italy,ALONGH,2016-03-12 00:00:00,6151.155938
743,611,CJ,United Kingdom,MHOLT,2016-04-15 00:00:00,500.0
680,612,CJ,Germany,SDROBJ,2016-09-24 00:00:00,4578.127675
767,613,Tour Ops,France,TELFAS,2016-04-10 00:00:00,709.026027
767,614,Tour Ops,France,TELFAS,2016-04-17 00:00:00,709.026027
767,615,Tour Ops,France,TELFAS,2016-04-24 00:00:00,709.026027
767,616,Tour Ops,France,TELFAS,2016-05-01 00:00:00,712.020298
767,617,Tour Ops,France,TELFAS,2016-05-08 00:00:00,712.020298
767,618,Tour Ops,France,TELFAS,2016-05-15 00:00:00,712.020298
767,619,Tour Ops,France,TELFAS,2016-05-22 00:00:00,712.020298
767,620,Tour Ops,France,TELFAS,2016-05-29 00:00:00,712.020298
767,621,Tour Ops,France,TELFAS,2016-06-05 00:00:00,698.887074
767,622,Tour Ops,France,TELFAS,2016-06-12 00:00:00,698.887074
767,623,Tour Ops,France,TELFAS,2016-06-19 00:00:00,698.887074
767,624,Tour Ops,France,TELFAS,2016-06-26 00:00:00,698.887074
767,625,Tour Ops,France,TELFAS,2016-07-03 00:00:00,710.274461
767,626,Tour Ops,France,TELFAS,2016-07-10 00:00:00,710.274461
767,627,Tour Ops,France,TELFAS,2016-07-17 00:00:00,710.274461
767,628,Tour Ops,France,TELFAS,2016-07-24 00:00:00,710.274461
767,629,Tour Ops,France,TELFAS,2016-07-31 00:00:00,710.274461
767,630,Tour Ops,France,TELFAS,2016-08-07 00:00:00,755.701423
767,631,Tour Ops,France,TELFAS,2016-08-14 00:00:00,755.701423
767,632,Tour Ops,France,TELFAS,2016-08-21 00:00:00,755.701423
767,633,Tour Ops,France,TELFAS,2016-08-28 00:00:00,755.701423
767,634,Tour Ops,France,TELFAS,2016-09-04 00:00:00,768.44087
767,635,Tour Ops,France,TELFAS,2016-09-11 00:00:00,768.44087
767,636,Tour Ops,France,TELFAS,2016-09-18 00:00:00,768.44087
767,637,Tour Ops,France,TELFAS,2016-09-25 00:00:00,768.44087
767,638,Tour Ops,France,TELFAS,2016-10-02 00:00:00,766.211605
351,639,CJ,Austria,BEGGER,2016-04-10 00:00:00,1327.471634
353,640,CJ,Austria,BEGGER,2016-07-04 00:00:00,790.951515
334,641,Tour Ops,France,TELFAS,2016-04-21 00:00:00,527.115562
334,642,Tour Ops,France,TELFAS,2016-04-21 00:00:00,566.346253
767,643,Tour Ops,France,TELFAS,2016-04-02 00:00:00,3279.635805
767,644,Tour Ops,France,TELFAS,2016-04-09 00:00:00,1419.46542
767,645,Tour Ops,France,TELFAS,2016-04-30 00:00:00,7575.98994
767,646,Tour Ops,France,TELFAS,2016-04-16 00:00:00,1657.395188
767,647,Tour Ops,France,TELFAS,2016-04-23 00:00:00,1540.405894
566,648,CJ,USA,SMOORE,2016-05-02 00:00:00,22274.356644
731,649,CJ,Italy,ALONGH,2016-09-29 00:00:00,5750.693141
326,650,Tour Ops,Italy,ALONGH,2016-04-15 00:00:00,81.865957
344,651,CJ,Austria,MTRULL,2016-03-10 00:00:00,9349.281795
445,652,Tour Ops,France,TELFAS,2016-04-17 00:00:00,808.86751
445,653,Tour Ops,France,TELFAS,2016-04-24 00:00:00,831.926472
445,654,Tour Ops,France,TELFAS,2016-05-01 00:00:00,662.289883
445,655,Tour Ops,France,TELFAS,2016-05-08 00:00:00,620.678718
445,656,Tour Ops,France,TELFAS,2016-05-15 00:00:00,665.080875
445,657,Tour Ops,France,TELFAS,2016-05-22 00:00:00,665.080875
445,658,Tour Ops,France,TELFAS,2016-05-29 00:00:00,594.196003
445,659,Tour Ops,France,TELFAS,2016-06-05 00:00:00,607.767142
445,660,Tour Ops,France,TELFAS,2016-06-12 00:00:00,565.281345
445,661,Tour Ops,France,TELFAS,2016-06-19 00:00:00,599.891042
445,662,Tour Ops,France,TELFAS,2016-06-26 00:00:00,643.4742
445,663,Tour Ops,France,TELFAS,2016-07-03 00:00:00,431.938622
445,664,Tour Ops,France,TELFAS,2016-07-10 00:00:00,464.9213
445,665,Tour Ops,France,TELFAS,2016-07-17 00:00:00,439.009728
445,666,Tour Ops,France,TELFAS,2016-07-24 00:00:00,457.541722
445,667,Tour Ops,France,TELFAS,2016-07-31 00:00:00,467.056869
445,668,Tour Ops,France,TELFAS,2016-08-07 00:00:00,369.267021
445,669,Tour Ops,France,TELFAS,2016-08-14 00:00:00,394.117647
445,670,Tour Ops,France,TELFAS,2016-08-21 00:00:00,369.267021
445,671,Tour Ops,France,TELFAS,2016-08-28 00:00:00,468.669528
445,672,Tour Ops,France,TELFAS,2016-09-04 00:00:00,495.293514
445,673,Tour Ops,France,TELFAS,2016-09-11 00:00:00,495.293514
445,674,Tour Ops,France,TELFAS,2016-09-18 00:00:00,464.692795
445,675,Tour Ops,France,TELFAS,2016-09-25 00:00:00,479.993155
445,676,Tour Ops,France,TELFAS,2016-10-02 00:00:00,451.194539
445,677,Tour Ops,France,TELFAS,2016-10-09 00:00:00,298.634812
620,678,CJ,France,ALAUNA,2017-01-20 00:00:00,5228.923806
767,679,Tour Ops,France,TELFAS,2016-04-24 00:00:00,1007.316711
767,680,Tour Ops,France,TELFAS,2016-05-01 00:00:00,547.811609
767,681,Tour Ops,France,TELFAS,2016-05-08 00:00:00,590.19981
767,682,Tour Ops,France,TELFAS,2016-05-15 00:00:00,573.604505
767,683,Tour Ops,France,TELFAS,2016-05-22 00:00:00,564.06597
767,684,Tour Ops,France,TELFAS,2016-05-29 00:00:00,590.19981
767,685,Tour Ops,France,TELFAS,2016-06-05 00:00:00,258.71274
767,686,Tour Ops,France,TELFAS,2016-06-12 00:00:00,561.055335
767,687,Tour Ops,France,TELFAS,2016-06-19 00:00:00,561.055335
767,688,Tour Ops,France,TELFAS,2016-06-26 00:00:00,602.661685
767,689,Tour Ops,France,TELFAS,2016-07-03 00:00:00,491.521
767,690,Tour Ops,France,TELFAS,2016-07-10 00:00:00,521.205408
767,691,Tour Ops,France,TELFAS,2016-07-17 00:00:00,505.599936
767,692,Tour Ops,France,TELFAS,2016-07-24 00:00:00,503.646286
767,693,Tour Ops,France,TELFAS,2016-07-31 00:00:00,508.60555
767,694,Tour Ops,France,TELFAS,2016-08-07 00:00:00,383.489017
767,695,Tour Ops,France,TELFAS,2016-08-14 00:00:00,441.883361
767,696,Tour Ops,France,TELFAS,2016-08-21 00:00:00,409.745012
767,697,Tour Ops,France,TELFAS,2016-08-28 00:00:00,396.566522
767,698,Tour Ops,France,TELFAS,2016-09-04 00:00:00,522.000682
767,699,Tour Ops,France,TELFAS,2016-09-11 00:00:00,496.234811
767,700,Tour Ops,France,TELFAS,2016-09-18 00:00:00,496.234811
767,701,Tour Ops,France,TELFAS,2016-09-25 00:00:00,576.493239
767,702,Tour Ops,France,TELFAS,2016-10-02 00:00:00,542.167236
767,703,Tour Ops,France,TELFAS,2016-10-09 00:00:00,614.641639
581,704,CJ,Austria,MTRULL,2016-05-24 00:00:00,1627.021883
3,705,CJ,United Kingdom,JCAVAL,2016-06-17 00:00:00,1133.909287
527,706,CJ,Italy,AALTAM,2016-06-02 00:00:00,2161.405559
471,707,CJ,Italy,AALTAM,2016-03-10 00:00:00,1674.259116
608,708,CJ,France,KRIGHI,2016-09-30 00:00:00,12321.341775
593,709,CJ,Germany,IMUTLU,2017-01-18 00:00:00,1974.455145
714,710,CJ,Germany,MHERTH,2016-09-29 00:00:00,1488.961151
471,711,CJ,Italy,EMEAZZ,2016-03-15 00:00:00,1165.244375
548,712,Tour Ops,United Kingdom,AMURR,2016-04-02 00:00:00,2194.45529
457,713,CJ,France,SFEILL,2016-05-10 00:00:00,2546.154458
724,714,Tour Ops,France,KRIGHI,2016-06-08 00:00:00,4038.322049
420,715,CJ,France,CBOUGE,2016-06-02 00:00:00,1273.764496
799,716,CJ,USA,SMOORE,2016-04-18 00:00:00,36889.86502
663,717,CJ,Italy,CLEGRO,2016-04-16 00:00:00,1784.512311
592,718,CJ,Germany,SDROBJ,2016-02-15 00:00:00,1436.127232
65,719,CJ,United Kingdom,DTUGWE,2016-05-06 00:00:00,244.91986
807,720,CJ,Germany,CJUDIC,2016-05-16 00:00:00,15408.713924
637,721,CJ,Italy,ALONGH,2016-04-02 00:00:00,4939.44387
513,722,Tour Ops,Italy,ABETTO,2016-06-05 00:00:00,1240.182117
20,723,CJ,Italy,EMEAZZ,2016-06-15 00:00:00,2566.238618
790,724,CJ,Italy,SKOSEK,2016-04-27 00:00:00,782.4274
67,725,CJ,Austria,MTRULL,2016-08-30 00:00:00,3281.999495
378,726,CJ,Austria,MGERNE,2016-06-14 00:00:00,3821.85384
