Flight date,Accountid,enqid,product,brokercountry,owner,Grossprofit
2016-08-04 00:00:00,764,1,CJ,Austria,MTRULL,31220.163258999997
2016-05-26 00:00:00,716,2,CJ,Austria,BEGGER,-1815.7865510000001
2016-05-09 00:00:00,420,3,CJ,France,CBOUGE,4055.6929909999994
2016-04-29 00:00:00,696,4,Tour Ops,United Kingdom,AMURR,-14.455894
2016-05-09 00:00:00,696,5,Tour Ops,United Kingdom,AMURR,18440.24
2016-06-11 00:00:00,696,6,Tour Ops,United Kingdom,AMURR,18193.12
2016-07-02 00:00:00,696,7,Tour Ops,United Kingdom,AMURR,30843.16
2016-08-06 00:00:00,696,8,Tour Ops,United Kingdom,AMURR,12248.84
2016-02-12 00:00:00,388,9,CJ,United Kingdom,DTUGWE,2466.613429
2016-04-25 00:00:00,486,10,Tour Ops,Austria,BEGGER,2186.423869
2016-02-06 00:00:00,548,11,Tour Ops,United Kingdom,AMURR,11246.826936
2016-03-05 00:00:00,548,12,Tour Ops,United Kingdom,AMURR,11205.017170000001
2016-04-02 00:00:00,548,13,Tour Ops,United Kingdom,AMURR,6211.736597
2016-02-12 00:00:00,388,14,CJ,United Kingdom,DTUGWE,4247.1587850000005
2016-03-14 00:00:00,558,15,CJ,France,CBOUGE,4365.073702000001
2016-07-30 00:00:00,764,16,CJ,Austria,MGERNE,27444.672943
2016-08-10 00:00:00,764,17,CJ,Austria,MTRULL,24286.796263
2016-08-16 00:00:00,764,18,CJ,Austria,MGERNE,22145.081208
2016-03-19 00:00:00,594,19,CJ,Germany,IMUTLU,4117.145074
2016-03-18 00:00:00,601,20,CJ,Germany,PSPCGN,4110.364625
2016-04-08 00:00:00,589,21,Tour Ops,Germany,PSPCGN,25303.803599000003
2016-09-02 00:00:00,359,22,Tour Ops,Germany,PSPCGN,10325.894234000001
2016-04-06 00:00:00,594,23,CJ,Germany,IMUTLU,6442.141758
2016-03-24 00:00:00,57,24,CJ,Germany,CJUDIC,8898.184640000001
2016-04-27 00:00:00,653,25,CJ,United Kingdom,MHOLT,96701.9721
2016-07-24 00:00:00,506,26,CJ,USA,CMEYER,2435.950475
2016-05-13 00:00:00,685,27,Tour Ops,Austria,BEGGER,1762.6070399999999
2016-04-14 00:00:00,594,28,CJ,Germany,IMUTLU,2420.68357
2016-02-13 00:00:00,430,29,Tour Ops,United Kingdom,NMOR,25645.541003
2016-02-13 00:00:00,430,30,Tour Ops,United Kingdom,NMOR,1076.31
2016-02-03 00:00:00,757,31,CJ,United Kingdom,CGRANT,2079.246754
2016-02-12 00:00:00,388,32,CJ,United Kingdom,DTUGWE,3804.5850969999997
2016-05-09 00:00:00,384,33,CJ,Italy,EMEAZZ,1126.236925
2016-06-19 00:00:00,579,34,CJ,France,CBOUGE,3115.075104
2016-09-03 00:00:00,364,35,CJ,Austria,MTRULL,7731.0884829999995
2016-08-02 00:00:00,19,36,Tour Ops,United Kingdom,AMURR,11195.72777
2016-05-17 00:00:00,19,37,Tour Ops,United Kingdom,AMURR,8773.541294
2016-06-07 00:00:00,19,38,Tour Ops,United Kingdom,AMURR,13425.377899000001
2016-07-05 00:00:00,19,39,Tour Ops,United Kingdom,AMURR,12142.99908
2016-09-06 00:00:00,19,40,Tour Ops,United Kingdom,AMURR,546.448088
2016-04-07 00:00:00,525,41,CJ,France,ALAUNA,1540.647964
2016-06-02 00:00:00,19,42,Tour Ops,United Kingdom,AMURR,17063.615078
2016-07-07 00:00:00,19,43,Tour Ops,United Kingdom,AMURR,11675.580162999999
2016-08-04 00:00:00,19,44,Tour Ops,United Kingdom,AMURR,12480.87432
2016-09-01 00:00:00,19,45,Tour Ops,United Kingdom,AMURR,7172.152440000001
2016-08-20 00:00:00,62,46,Tour Ops,Austria,BEGGER,3973.3232340000004
2016-05-04 00:00:00,603,47,CJ,Germany,SGOEBE,7552.331115000001
2016-05-05 00:00:00,694,48,CJ,Austria,BEGGER,3763.8756740000003
2016-07-07 00:00:00,446,49,Tour Ops,France,KRIGHI,48000.61695
2016-07-25 00:00:00,446,50,Tour Ops,France,KRIGHI,68943.95318
2016-08-03 00:00:00,446,51,Tour Ops,France,KRIGHI,9998.459996
2016-08-15 00:00:00,446,52,Tour Ops,France,KRIGHI,5105.752858
2016-09-15 00:00:00,446,53,Tour Ops,France,KRIGHI,13719.741575
2016-09-24 00:00:00,446,54,Tour Ops,France,KRIGHI,76243.33390700001
2016-10-03 00:00:00,446,55,Tour Ops,France,KRIGHI,60100.94710599999
2016-10-12 00:00:00,446,56,Tour Ops,France,KRIGHI,66077.773046
2016-10-20 00:00:00,446,57,Tour Ops,France,KRIGHI,56711.544376
2016-02-12 00:00:00,388,58,CJ,United Kingdom,DTUGWE,1454.173215
2016-05-05 00:00:00,572,59,CJ,Germany,SGOEBE,6206.038018
2016-05-05 00:00:00,556,60,CJ,Austria,BEGGER,1189.343482
2016-05-30 00:00:00,23,61,Tour Ops,Germany,PSPCGN,8444.307011
2016-02-26 00:00:00,678,62,CJ,Austria,MTRULL,6360.141706
2016-02-24 00:00:00,347,63,CJ,France,CBOUGE,986.9978150000001
2016-06-08 00:00:00,364,64,CJ,Austria,MTRULL,13782.613432
2016-02-13 00:00:00,358,65,CJ,United Kingdom,WTAYLO,1203.1
2016-03-10 00:00:00,575,66,CJ,Germany,SDROBJ,2897.075253
2016-08-03 00:00:00,6,67,Tour Ops,United Kingdom,NMOR,6583.051468
2016-02-09 00:00:00,398,68,CJ,Germany,IMUTLU,28219.306049000003
2016-06-01 00:00:00,6,69,Tour Ops,United Kingdom,NMOR,1428.419117
2016-07-06 00:00:00,6,70,Tour Ops,United Kingdom,NMOR,4860.924114
2016-09-07 00:00:00,6,71,Tour Ops,United Kingdom,NMOR,6717.999999
2016-07-02 00:00:00,6,72,Tour Ops,United Kingdom,NMOR,7690.622645
2016-06-04 00:00:00,6,73,Tour Ops,United Kingdom,NMOR,5713.676468
2016-08-06 00:00:00,6,74,Tour Ops,United Kingdom,NMOR,6301.4264729999995
2016-09-03 00:00:00,6,75,Tour Ops,United Kingdom,NMOR,8109.374998
2016-05-28 00:00:00,6,76,Tour Ops,United Kingdom,NMOR,1428.419117
2016-07-22 00:00:00,597,77,CJ,United Kingdom,NCOOPE,8456.98132
2016-02-14 00:00:00,398,78,CJ,Germany,SDROBJ,3359.696992
2016-02-08 00:00:00,435,79,CJ,Germany,SDROBJ,5580.572601
2016-02-01 00:00:00,435,80,CJ,Germany,SDROBJ,14158.264869
2016-08-23 00:00:00,764,81,CJ,Austria,MGERNE,25237.734579
2016-08-22 00:00:00,764,82,CJ,Austria,MTRULL,26920.811244
2016-05-19 00:00:00,587,83,Tour Ops,Germany,PSPCGN,7210.386933
2016-09-19 00:00:00,391,84,Tour Ops,Germany,PSPCGN,9311.774773000001
2016-03-02 00:00:00,816,85,CJ,Germany,SDROBJ,969.7439880000001
2016-02-09 00:00:00,351,86,CJ,USA,SMOORE,28774.540407999997
2016-05-05 00:00:00,68,87,CJ,France,ALAUNA,2374.8255649999996
2016-06-07 00:00:00,577,88,CJ,Austria,BEGGER,812.755857
2016-04-25 00:00:00,343,89,CJ,United Kingdom,CGRANT,29459.892858
2016-05-26 00:00:00,658,90,CJ,Austria,MGERNE,6589.1294
2016-05-26 00:00:00,655,91,CJ,France,KRIGHI,3364.779575
2016-02-22 00:00:00,813,92,CJ,Germany,SDROBJ,14093.901262000001
2016-03-17 00:00:00,552,93,CJ,France,CBOUGE,3650.364625
2016-06-30 00:00:00,50,94,CJ,Austria,BEGGER,1574.983359
2016-02-09 00:00:00,823,95,CJ,United Kingdom,MHOLT,64378.48
2016-02-18 00:00:00,823,96,CJ,United Kingdom,MHOLT,52028.33
2016-03-01 00:00:00,823,97,CJ,United Kingdom,MHOLT,63829.99
2016-03-17 00:00:00,823,98,CJ,United Kingdom,MHOLT,51884.69
2016-03-22 00:00:00,823,99,CJ,United Kingdom,MHOLT,68987.25
2016-03-29 00:00:00,823,100,CJ,United Kingdom,MHOLT,63834.14
2016-06-02 00:00:00,664,101,CJ,France,DHOPFG,6502.560512
2016-05-10 00:00:00,652,102,CJ,Austria,BEGGER,2757.9686
2016-07-18 00:00:00,593,103,CJ,Germany,IMUTLU,0.0
2016-07-15 00:00:00,446,104,CJ,France,KRIGHI,25658.854705
2016-09-09 00:00:00,66,105,CJ,France,DHOPFG,427.86239900000004
2016-06-06 00:00:00,482,106,CJ,United Kingdom,CGRANT,5735.526666
2016-06-13 00:00:00,343,107,CJ,United Kingdom,CGRANT,33463.086898
2016-05-20 00:00:00,382,108,CJ,Austria,BEGGER,3657.104346
2016-05-05 00:00:00,66,109,CJ,France,DHOPFG,428.57595999999995
2016-05-16 00:00:00,472,110,CJ,France,CBOUGE,6686.0291799999995
2016-06-10 00:00:00,544,111,CJ,Italy,EMEAZZ,11294.847854000001
2016-05-12 00:00:00,557,112,CJ,France,ALAUNA,8957.746594
2016-04-29 00:00:00,693,113,Tour Ops,Italy,DROSA,10258.450920000001
2016-09-16 00:00:00,776,114,CJ,Austria,MGERNE,3594.0441560000004
2016-05-18 00:00:00,694,115,CJ,Austria,BEGGER,2537.2660960000003
2016-06-10 00:00:00,716,116,CJ,Austria,BEGGER,2412.639116
2016-10-24 00:00:00,791,117,CJ,Austria,MTRULL,19107.273719
2016-04-22 00:00:00,554,118,CJ,Germany,SDROBJ,5526.201947
2016-02-02 00:00:00,762,119,CJ,United Kingdom,CGRANT,15453.046051
2016-06-03 00:00:00,10,120,CJ,United Kingdom,NCOOPE,1877.531048
2016-09-01 00:00:00,615,121,CJ,United Kingdom,PTODHU,8031.500142
2016-04-29 00:00:00,337,122,Tour Ops,Italy,DROSA,2332.8361809999997
2016-06-04 00:00:00,531,123,Tour Ops,Austria,BEGGER,996.186475
2016-03-01 00:00:00,66,124,CJ,France,DHOPFG,232.738557
2016-02-09 00:00:00,781,125,CJ,United Kingdom,PTODHU,4497.085392
2016-08-28 00:00:00,343,126,CJ,United Kingdom,CGRANT,375.277831
2016-06-14 00:00:00,549,127,CJ,France,CBOUGE,2791.5479809999997
2016-06-05 00:00:00,531,128,Tour Ops,Austria,BEGGER,2530.002335
2016-04-23 00:00:00,479,129,Tour Ops,Italy,DROSA,1121.3231
2016-02-05 00:00:00,813,130,CJ,Germany,IMUTLU,1857.345289
2016-03-04 00:00:00,813,131,CJ,Germany,IMUTLU,1576.524434
2016-04-01 00:00:00,813,132,CJ,Germany,IMUTLU,1850.760946
2016-05-09 00:00:00,813,133,CJ,Germany,IMUTLU,1292.039319
2016-06-10 00:00:00,813,134,CJ,Germany,IMUTLU,1566.581051
2016-07-01 00:00:00,813,135,CJ,Germany,IMUTLU,566.5427480000001
2016-08-05 00:00:00,813,136,CJ,Germany,IMUTLU,1610.9399939999998
2016-09-02 00:00:00,813,137,CJ,Germany,IMUTLU,1821.1021640000001
2016-10-02 00:00:00,813,138,CJ,Germany,IMUTLU,1497.883955
2016-11-03 00:00:00,813,139,CJ,Germany,IMUTLU,2054.745106
2016-12-02 00:00:00,813,140,CJ,Germany,IMUTLU,1722.761964
2016-02-01 00:00:00,520,141,CJ,Germany,IMUTLU,5653.124293
2016-03-01 00:00:00,520,142,CJ,Germany,IMUTLU,6907.882078000001
2016-04-01 00:00:00,520,143,CJ,Germany,IMUTLU,6500.706684000001
2016-05-01 00:00:00,520,144,CJ,Germany,IMUTLU,4955.597843
2016-06-01 00:00:00,520,145,CJ,Germany,IMUTLU,5837.030119
2016-07-01 00:00:00,520,146,CJ,Germany,IMUTLU,1977.378786
2016-08-01 00:00:00,520,147,CJ,Germany,IMUTLU,6311.53749
2016-09-01 00:00:00,520,148,CJ,Germany,IMUTLU,10821.57282
2016-10-01 00:00:00,520,149,CJ,Germany,IMUTLU,9847.517064
2016-11-01 00:00:00,520,150,CJ,Germany,IMUTLU,5133.4702259999995
2016-12-01 00:00:00,520,151,CJ,Germany,IMUTLU,216.863289
2016-02-07 00:00:00,353,152,Tour Ops,Austria,BEGGER,1507.499812
2016-03-06 00:00:00,353,153,Tour Ops,Austria,BEGGER,1551.59038
2016-04-03 00:00:00,353,154,Tour Ops,Austria,BEGGER,1952.16417
2016-03-18 00:00:00,48,155,CJ,Italy,DROSA,6909.425912999999
2016-06-15 00:00:00,613,156,CJ,United Kingdom,PTODHU,6824.628955
2016-02-01 00:00:00,353,157,Tour Ops,United Kingdom,AMURR,11268.32
2016-03-01 00:00:00,353,158,Tour Ops,United Kingdom,AMURR,11268.32
2016-04-01 00:00:00,353,159,Tour Ops,United Kingdom,AMURR,11268.32
2016-04-21 00:00:00,53,160,CJ,United Kingdom,WTAYLO,3167.9704239999996
2016-02-13 00:00:00,430,161,Tour Ops,United Kingdom,NMOR,3340.6897559999998
2016-02-13 00:00:00,430,162,Tour Ops,United Kingdom,NMOR,3342.953933
2016-09-19 00:00:00,778,163,CJ,France,CBOUGE,1437.617665
2016-05-28 00:00:00,649,164,Tour Ops,Italy,ABETTO,2250.895972
2016-05-30 00:00:00,364,165,CJ,Austria,MTRULL,7995.706432999999
2016-05-26 00:00:00,79,166,CJ,Austria,MTRULL,3060.577229
2016-04-17 00:00:00,77,167,CJ,Germany,SGOEBE,780.865667
2016-08-31 00:00:00,364,168,CJ,Austria,MTRULL,7902.314236
2016-02-13 00:00:00,353,169,CJ,Italy,AALTAM,12832.154987
2016-05-19 00:00:00,625,170,CJ,Austria,BEGGER,2022.48652
2016-05-26 00:00:00,514,171,CJ,France,ALAUNA,8836.465276
2016-05-09 00:00:00,354,172,CJ,Austria,BEGGER,792.895655
2016-04-15 00:00:00,45,173,CJ,United Kingdom,YABDEL,3274.900002
2016-09-29 00:00:00,765,174,CJ,France,CBOUGE,2617.8932059999997
2016-02-14 00:00:00,44,175,Tour Ops,United Kingdom,LBARBE,778.26
2016-03-08 00:00:00,491,176,CJ,United Kingdom,DTUGWE,16311.992858000001
2016-05-26 00:00:00,528,177,CJ,Italy,CLEGRO,4749.318106000001
2016-02-10 00:00:00,724,178,Tour Ops,France,KRIGHI,10526.449088
2016-02-06 00:00:00,4,179,Tour Ops,United Kingdom,LBARBE,528.0
2016-03-05 00:00:00,4,180,Tour Ops,United Kingdom,LBARBE,528.0
2016-04-02 00:00:00,4,181,Tour Ops,United Kingdom,LBARBE,132.0
2016-02-07 00:00:00,44,182,Tour Ops,United Kingdom,LBARBE,528.0
2016-03-06 00:00:00,44,183,Tour Ops,United Kingdom,LBARBE,528.0
2016-04-03 00:00:00,44,184,Tour Ops,United Kingdom,LBARBE,132.0
2016-02-07 00:00:00,44,185,Tour Ops,United Kingdom,LBARBE,528.0
2016-03-06 00:00:00,44,186,Tour Ops,United Kingdom,LBARBE,199.0
2016-02-13 00:00:00,44,187,Tour Ops,United Kingdom,LBARBE,599.97
2016-10-09 00:00:00,741,188,CJ,France,CBOUGE,19323.139934
2016-08-23 00:00:00,593,189,CJ,Germany,SDROBJ,3119.225476
2016-03-29 00:00:00,807,190,CJ,Germany,CJUDIC,3009.309543
2016-02-01 00:00:00,563,191,Tour Ops,Italy,ABETTO,224.46672200000003
2016-02-08 00:00:00,563,192,Tour Ops,Italy,ABETTO,215.30866
2016-02-15 00:00:00,563,193,Tour Ops,Italy,ABETTO,264.43807799999996
2016-02-22 00:00:00,563,194,Tour Ops,Italy,ABETTO,55.769955
2016-02-29 00:00:00,563,195,Tour Ops,Italy,ABETTO,103.263737
2016-03-07 00:00:00,563,196,Tour Ops,Italy,ABETTO,262.629945
2016-03-14 00:00:00,563,197,Tour Ops,Italy,ABETTO,203.320405
2016-03-21 00:00:00,563,198,Tour Ops,Italy,ABETTO,317.765711
2016-03-28 00:00:00,563,199,Tour Ops,Italy,ABETTO,435.593485
2016-05-26 00:00:00,610,200,CJ,United Kingdom,PTODHU,4408.379654
2016-06-12 00:00:00,393,201,CJ,United Kingdom,DTUGWE,1569.065826
2016-06-14 00:00:00,364,202,CJ,Austria,MTRULL,2848.4706969999997
2016-02-22 00:00:00,370,203,CJ,United Kingdom,DTUGWE,17237.503433
2016-06-13 00:00:00,364,204,CJ,Austria,MTRULL,5937.364777000001
2016-10-09 00:00:00,588,205,Tour Ops,Austria,BEGGER,4526.168942
2016-03-24 00:00:00,494,206,CJ,France,DHOPFG,6802.923409999999
2016-06-11 00:00:00,513,207,Tour Ops,Italy,ABETTO,1276.893144
2016-05-05 00:00:00,328,208,CJ,Italy,CLEGRO,8764.747858
2016-06-13 00:00:00,364,209,CJ,Austria,MTRULL,16285.415207
2016-07-24 00:00:00,706,210,CJ,Italy,DROSA,12169.864746
2016-05-30 00:00:00,828,211,CJ,United Kingdom,CGRANT,494.55575999999996
2016-02-12 00:00:00,353,212,CJ,Italy,AALTAM,590.811787
2016-05-28 00:00:00,628,213,CJ,Italy,AALTAM,3171.5826190000002
2016-09-15 00:00:00,587,214,Tour Ops,Germany,PSPCGN,13251.548863
2016-06-08 00:00:00,19,215,Tour Ops,United Kingdom,AMURR,8618.474819
2016-02-16 00:00:00,396,216,CJ,Austria,MTRULL,8931.785634
2016-07-06 00:00:00,19,217,Tour Ops,United Kingdom,AMURR,8543.388848999999
2016-08-03 00:00:00,19,218,Tour Ops,United Kingdom,AMURR,10386.454049
2016-09-07 00:00:00,19,219,Tour Ops,United Kingdom,AMURR,8328.366259999999
2016-10-05 00:00:00,19,220,Tour Ops,United Kingdom,AMURR,8462.106399
2016-11-02 00:00:00,19,221,Tour Ops,United Kingdom,AMURR,2108.455264
2016-04-18 00:00:00,790,222,CJ,Italy,DROSA,13200.596581
2016-04-16 00:00:00,540,223,Tour Ops,France,TELFAS,1429.5542070000001
2016-04-23 00:00:00,540,224,Tour Ops,France,TELFAS,1295.448335
2016-04-30 00:00:00,540,225,Tour Ops,France,TELFAS,1253.554895
2016-05-07 00:00:00,540,226,Tour Ops,France,TELFAS,1299.548048
2016-05-14 00:00:00,540,227,Tour Ops,France,TELFAS,1299.54805
2016-05-21 00:00:00,540,228,Tour Ops,France,TELFAS,2533.476056
2016-05-28 00:00:00,540,229,Tour Ops,France,TELFAS,1700.935617
2016-06-04 00:00:00,540,230,Tour Ops,France,TELFAS,1253.1870199999998
2016-06-11 00:00:00,540,231,Tour Ops,France,TELFAS,1333.854777
2016-06-18 00:00:00,540,232,Tour Ops,France,TELFAS,1321.316836
2016-06-25 00:00:00,540,233,Tour Ops,France,TELFAS,1321.3168349999999
2016-07-02 00:00:00,540,234,Tour Ops,France,TELFAS,914.118486
2016-07-09 00:00:00,540,235,Tour Ops,France,TELFAS,914.1184880000001
2016-07-16 00:00:00,540,236,Tour Ops,France,TELFAS,964.960849
2016-07-23 00:00:00,540,237,Tour Ops,France,TELFAS,964.96085
2016-07-30 00:00:00,540,238,Tour Ops,France,TELFAS,964.96085
2016-08-06 00:00:00,540,239,Tour Ops,France,TELFAS,1138.374149
2016-08-13 00:00:00,540,240,Tour Ops,France,TELFAS,1026.676767
2016-08-20 00:00:00,540,241,Tour Ops,France,TELFAS,1026.676767
2016-08-27 00:00:00,540,242,Tour Ops,France,TELFAS,1026.676767
2016-09-03 00:00:00,540,243,Tour Ops,France,TELFAS,1043.984256
2016-09-10 00:00:00,540,244,Tour Ops,France,TELFAS,1028.932059
2016-09-17 00:00:00,540,245,Tour Ops,France,TELFAS,1043.984256
2016-09-24 00:00:00,540,246,Tour Ops,France,TELFAS,1043.984256
2016-10-01 00:00:00,540,247,Tour Ops,France,TELFAS,2312.28669
2016-03-04 00:00:00,641,248,CJ,Italy,DROSA,7330.954231999999
2016-07-24 00:00:00,767,249,Tour Ops,France,TELFAS,2062.65918
2016-07-31 00:00:00,767,250,Tour Ops,France,TELFAS,1728.347702
2016-08-07 00:00:00,767,251,Tour Ops,France,TELFAS,1805.310106
2016-08-14 00:00:00,767,252,Tour Ops,France,TELFAS,1888.58874
2016-08-21 00:00:00,767,253,Tour Ops,France,TELFAS,3250.963561
2016-08-28 00:00:00,767,254,Tour Ops,France,TELFAS,3985.2899090000005
2016-04-19 00:00:00,624,255,Tour Ops,France,TELFAS,951.094385
2016-05-12 00:00:00,356,256,CJ,Austria,MGERNE,1704.7256579999998
2016-04-26 00:00:00,624,257,Tour Ops,France,TELFAS,3011.0180170000003
2016-05-03 00:00:00,624,258,Tour Ops,France,TELFAS,2845.702507
2016-05-10 00:00:00,624,259,Tour Ops,France,TELFAS,2845.702506
2016-05-17 00:00:00,624,260,Tour Ops,France,TELFAS,3117.729147
2016-04-23 00:00:00,562,261,Tour Ops,Italy,AALTAM,1461.249543
2016-04-15 00:00:00,520,262,CJ,Germany,SDROBJ,19365.468558
2016-02-03 00:00:00,569,263,CJ,France,ALAUNA,2288.934952
2016-05-22 00:00:00,82,264,CJ,United Kingdom,NCOOPE,2522.421169
2016-04-14 00:00:00,811,265,Tour Ops,France,KRIGHI,12351.897114
2016-05-19 00:00:00,718,266,CJ,United Kingdom,PTODHU,7816.703334000001
2016-03-05 00:00:00,704,267,CJ,Germany,SDROBJ,5650.00776
2016-04-28 00:00:00,382,268,Tour Ops,Austria,BEGGER,18631.923352
2016-05-02 00:00:00,382,269,Tour Ops,Austria,BEGGER,7519.917538
2016-05-05 00:00:00,382,270,Tour Ops,Austria,BEGGER,26149.881067
2016-05-09 00:00:00,382,271,Tour Ops,Austria,BEGGER,13210.751667
2016-05-12 00:00:00,382,272,Tour Ops,Austria,BEGGER,3722.922616
2016-05-16 00:00:00,382,273,Tour Ops,Austria,BEGGER,-7774.357754000001
2016-05-19 00:00:00,382,274,Tour Ops,Austria,BEGGER,2317.602285
2016-05-23 00:00:00,382,275,Tour Ops,Austria,BEGGER,6090.913417
2016-05-26 00:00:00,382,276,Tour Ops,Austria,BEGGER,5044.45766
2016-05-30 00:00:00,382,277,Tour Ops,Austria,BEGGER,-16607.445292
2016-06-11 00:00:00,824,278,CJ,Germany,SDROBJ,0.0
2016-02-02 00:00:00,682,279,CJ,United Kingdom,CGRANT,18169.055403
2016-02-16 00:00:00,682,280,CJ,United Kingdom,CGRANT,46589.580323
2016-03-05 00:00:00,657,281,CJ,United Kingdom,DTUGWE,689.0470339999999
2016-02-13 00:00:00,657,282,CJ,United Kingdom,DTUGWE,967.8787880000001
2016-02-26 00:00:00,657,283,CJ,United Kingdom,DTUGWE,594.152425
2016-06-24 00:00:00,464,284,CJ,Germany,MHERTH,4237.683865999999
2016-06-11 00:00:00,531,285,Tour Ops,Austria,BEGGER,996.186474
2016-06-18 00:00:00,531,286,Tour Ops,Austria,BEGGER,996.186474
2016-06-25 00:00:00,531,287,Tour Ops,Austria,BEGGER,996.186474
2016-07-02 00:00:00,531,288,Tour Ops,Austria,BEGGER,1012.417939
2016-07-09 00:00:00,531,289,Tour Ops,Austria,BEGGER,616.942181
2016-07-16 00:00:00,531,290,Tour Ops,Austria,BEGGER,616.942181
2016-07-23 00:00:00,531,291,Tour Ops,Austria,BEGGER,616.942181
2016-07-30 00:00:00,531,292,Tour Ops,Austria,BEGGER,616.942181
2016-08-06 00:00:00,531,293,Tour Ops,Austria,BEGGER,656.399899
2016-08-13 00:00:00,531,294,Tour Ops,Austria,BEGGER,656.399899
2016-08-20 00:00:00,531,295,Tour Ops,Austria,BEGGER,656.399899
2016-08-27 00:00:00,531,296,Tour Ops,Austria,BEGGER,656.399899
2016-09-03 00:00:00,531,297,Tour Ops,Austria,BEGGER,667.4653440000001
2016-09-10 00:00:00,531,298,Tour Ops,Austria,BEGGER,1095.327743
2016-09-17 00:00:00,531,299,Tour Ops,Austria,BEGGER,985.7949689999999
2016-09-24 00:00:00,531,300,Tour Ops,Austria,BEGGER,667.4653440000001
2016-05-14 00:00:00,531,301,Tour Ops,Austria,BEGGER,3954.963528
2016-06-23 00:00:00,614,302,CJ,France,SFEILL,10938.765664
2016-05-29 00:00:00,599,303,CJ,France,CBOUGE,1874.397402
2016-03-22 00:00:00,711,304,CJ,France,KRIGHI,5645.1667990000005
2016-11-15 00:00:00,711,305,CJ,France,KRIGHI,4501.008844
2016-06-14 00:00:00,364,306,CJ,Austria,MTRULL,11767.374891
2016-06-03 00:00:00,695,307,CJ,Austria,BEGGER,1210.989182
2016-02-15 00:00:00,373,308,CJ,Germany,SDROBJ,2929.976635
2016-06-14 00:00:00,364,309,CJ,Austria,MTRULL,18301.0351
2016-10-01 00:00:00,531,310,Tour Ops,Austria,BEGGER,426.62116
2016-06-14 00:00:00,21,311,CJ,Austria,MGERNE,1284.146626
2016-03-18 00:00:00,47,312,CJ,Italy,ALONGH,4697.4010880000005
2016-04-10 00:00:00,679,313,CJ,Germany,CJUDIC,3458.828858
2016-09-11 00:00:00,83,314,CJ,Italy,EMEAZZ,1928.803698
2016-06-22 00:00:00,21,315,CJ,Austria,MGERNE,2731.7300960000002
2016-04-29 00:00:00,672,316,CJ,USA,SMOORE,4517.299461
2016-02-08 00:00:00,351,317,CJ,USA,SMOORE,5696.066214
2016-02-29 00:00:00,629,318,CJ,United Kingdom,YABDEL,8000.0
2016-06-10 00:00:00,578,319,CJ,United Kingdom,DTUGWE,1062.762468
2016-03-23 00:00:00,444,320,CJ,France,SFEILL,6307.796742
2016-08-30 00:00:00,577,321,CJ,Austria,BEGGER,6690.9198049999995
2016-09-08 00:00:00,477,322,CJ,Austria,BEGGER,1223.926064
2016-04-18 00:00:00,48,323,CJ,Germany,CJUDIC,5560.430573
2016-02-10 00:00:00,546,324,CJ,United Kingdom,CGRANT,1417.127557
2016-06-13 00:00:00,578,325,CJ,United Kingdom,DTUGWE,1579.740397
2016-03-22 00:00:00,593,326,CJ,Germany,IMUTLU,2369.27851
2016-02-04 00:00:00,823,327,CJ,United Kingdom,CSC,51903.66
2016-04-07 00:00:00,823,328,CJ,United Kingdom,CSC,51870.09
2016-06-19 00:00:00,85,329,Tour Ops,Italy,ABETTO,928.3913140000001
2016-06-12 00:00:00,513,330,Tour Ops,Italy,ABETTO,1245.240875
2016-06-12 00:00:00,409,331,Tour Ops,Italy,ABETTO,5101.821155
2016-10-02 00:00:00,328,332,CJ,Italy,CLEGRO,10828.762801
2016-06-12 00:00:00,578,333,CJ,United Kingdom,DTUGWE,2788.844622
2016-10-08 00:00:00,364,334,CJ,Austria,MTRULL,5097.192832
2016-05-17 00:00:00,494,335,CJ,France,DHOPFG,44540.781348000004
2016-07-07 00:00:00,370,336,CJ,United Kingdom,DTUGWE,7187.042297
2016-02-15 00:00:00,651,337,CJ,Italy,CLEGRO,3036.700084
2016-02-01 00:00:00,33,338,CJ,Italy,CLEGRO,3338.282959
2016-03-19 00:00:00,519,339,CJ,Italy,EMEAZZ,1163.692785
2016-02-02 00:00:00,522,340,CJ,Italy,ALONGH,1019.6728710000001
2016-04-11 00:00:00,779,341,Tour Ops,France,TELFAS,282.485964
2016-04-18 00:00:00,779,342,Tour Ops,France,TELFAS,463.20951399999996
2016-04-25 00:00:00,779,343,Tour Ops,France,TELFAS,506.328916
2016-05-02 00:00:00,779,344,Tour Ops,France,TELFAS,487.059942
2016-05-09 00:00:00,779,345,Tour Ops,France,TELFAS,534.2610179999999
2016-05-16 00:00:00,779,346,Tour Ops,France,TELFAS,564.343479
2016-05-23 00:00:00,779,347,Tour Ops,France,TELFAS,662.5673929999999
2016-05-30 00:00:00,779,348,Tour Ops,France,TELFAS,476.213129
2016-06-06 00:00:00,779,349,Tour Ops,France,TELFAS,246.10475699999998
2016-06-13 00:00:00,779,350,Tour Ops,France,TELFAS,-850.8677710000001
2016-06-20 00:00:00,779,351,Tour Ops,France,TELFAS,-1636.9211599999999
2016-06-27 00:00:00,779,352,Tour Ops,France,TELFAS,-1042.711495
2016-07-04 00:00:00,779,353,Tour Ops,France,TELFAS,389.717629
2016-07-11 00:00:00,779,354,Tour Ops,France,TELFAS,364.525821
2016-07-18 00:00:00,779,355,Tour Ops,France,TELFAS,208.15471000000002
